,mean,sd,hdi_25%,hdi_75%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat,varname,fg
"reeftype_x[2,1]",0.054,0.659,-0.337,0.548,0.017,0.012,1422.0,2011.0,1.0,lagoon,herbivore-macroalgae
"reeftype_x[2,2]",-0.663,0.655,-1.139,-0.258,0.019,0.014,1133.0,1544.0,1.0,lagoon,invertivore-mobile
"reeftype_x[2,3]",0.207,0.64,-0.272,0.605,0.017,0.012,1396.0,1962.0,1.0,lagoon,piscivore
"reeftype_x[2,4]",0.713,0.708,0.116,1.068,0.019,0.014,1354.0,1995.0,1.0,lagoon,planktivore
"reeftype_x[2,5]",-0.686,0.652,-1.084,-0.23,0.017,0.012,1458.0,1961.0,1.0,lagoon,omnivore
"reeftype_x[3,0]",0.117,0.538,-0.187,0.542,0.018,0.013,869.0,1542.0,1.0,patch,herbivore-detritivore
"reeftype_x[3,1]",-0.174,0.538,-0.519,0.22,0.019,0.014,762.0,1552.0,1.0,patch,herbivore-macroalgae
"reeftype_x[3,2]",0.374,0.561,0.006,0.741,0.022,0.016,654.0,1027.0,1.01,patch,invertivore-mobile
"reeftype_x[3,3]",-0.212,0.542,-0.607,0.133,0.018,0.013,895.0,1798.0,1.0,patch,piscivore
"reeftype_x[3,4]",0.239,0.544,-0.13,0.598,0.019,0.013,835.0,1528.0,1.0,patch,planktivore
"reeftype_x[3,5]",-0.193,0.527,-0.601,0.097,0.017,0.012,946.0,1700.0,1.0,patch,omnivore
"reefzone_x[0,0]",0.093,0.706,-0.383,0.578,0.028,0.02,651.0,1164.0,1.01,back reef,herbivore-detritivore
"reefzone_x[0,1]",-0.021,0.713,-0.466,0.515,0.029,0.021,599.0,1367.0,1.01,back reef,herbivore-macroalgae
"reefzone_x[0,2]",0.178,0.696,-0.289,0.629,0.027,0.019,670.0,1629.0,1.0,back reef,invertivore-mobile
"reefzone_x[0,3]",-0.096,0.708,-0.456,0.501,0.025,0.018,815.0,1543.0,1.0,back reef,piscivore
"reefzone_x[0,4]",0.013,0.713,-0.503,0.426,0.025,0.018,790.0,1556.0,1.0,back reef,planktivore
"reefzone_x[0,5]",-0.095,0.711,-0.506,0.425,0.027,0.019,704.0,1447.0,1.0,back reef,omnivore
"reefzone_x[1,0]",0.044,0.704,-0.431,0.506,0.03,0.021,546.0,947.0,1.01,fore reef,herbivore-detritivore
"reefzone_x[1,1]",-0.003,0.708,-0.567,0.39,0.032,0.023,486.0,1083.0,1.01,fore reef,herbivore-macroalgae
"reefzone_x[1,2]",-0.114,0.691,-0.589,0.351,0.029,0.02,587.0,1071.0,1.0,fore reef,invertivore-mobile
"reefzone_x[1,3]",0.149,0.698,-0.347,0.562,0.027,0.019,651.0,1239.0,1.0,fore reef,piscivore
"reefzone_x[1,4]",0.272,0.705,-0.247,0.695,0.028,0.02,630.0,1283.0,1.0,fore reef,planktivore
"reefzone_x[1,5]",-0.115,0.706,-0.623,0.297,0.03,0.021,570.0,1159.0,1.0,fore reef,omnivore
"β0_cnc[0,0]",0.09,1.01,-0.613,0.738,0.014,0.023,5120.0,1819.0,1.0,Fiji,herbivore-detritivore
"β0_cnc[0,1]",-0.006,0.967,-0.486,0.823,0.013,0.021,5208.0,1879.0,1.0,Fiji,herbivore-macroalgae
"β0_cnc[0,2]",0.072,0.969,-0.613,0.683,0.014,0.018,4877.0,2152.0,1.0,Fiji,invertivore-mobile
"β0_cnc[0,3]",0.027,0.96,-0.602,0.674,0.014,0.019,4715.0,2172.0,1.0,Fiji,piscivore
"β0_cnc[0,4]",-0.126,0.992,-0.825,0.513,0.014,0.021,5161.0,2230.0,1.0,Fiji,planktivore
"β0_cnc[0,5]",0.042,0.993,-0.506,0.827,0.014,0.02,4816.0,2230.0,1.0,Fiji,omnivore
"β0_cnc[1,0]",-0.088,0.965,-0.767,0.544,0.014,0.017,4771.0,2455.0,1.0,Madagascar,herbivore-detritivore
"β0_cnc[1,1]",-0.001,0.999,-0.671,0.614,0.014,0.02,5006.0,2088.0,1.0,Madagascar,herbivore-macroalgae
"β0_cnc[1,2]",-0.017,1.006,-0.649,0.708,0.014,0.021,5255.0,2220.0,1.0,Madagascar,invertivore-mobile
"β0_cnc[1,3]",0.01,0.993,-0.766,0.552,0.014,0.021,4722.0,2270.0,1.0,Madagascar,piscivore
"β0_cnc[1,4]",0.042,0.968,-0.542,0.743,0.015,0.02,3972.0,2074.0,1.0,Madagascar,planktivore
"β0_cnc[1,5]",-0.047,0.992,-0.733,0.574,0.014,0.022,5405.0,1950.0,1.0,Madagascar,omnivore
"β0_cnc[2,0]",0.02,0.996,-0.671,0.637,0.014,0.021,5319.0,1885.0,1.0,Solomon Islands,herbivore-detritivore
"β0_cnc[2,1]",-0.025,1.003,-0.768,0.551,0.013,0.022,6309.0,2105.0,1.0,Solomon Islands,herbivore-macroalgae
"β0_cnc[2,2]",-0.014,1.016,-0.85,0.51,0.012,0.021,7292.0,2263.0,1.0,Solomon Islands,invertivore-mobile
"β0_cnc[2,3]",0.002,1.016,-0.839,0.488,0.013,0.022,5868.0,2003.0,1.0,Solomon Islands,piscivore
"β0_cnc[2,4]",0.133,0.966,-0.538,0.769,0.015,0.018,4308.0,2075.0,1.0,Solomon Islands,planktivore
"β0_cnc[2,5]",-0.007,0.946,-0.628,0.636,0.013,0.019,5534.0,2326.0,1.0,Solomon Islands,omnivore
"β0_c[0,0]",0.926,1.03,0.236,1.571,0.045,0.032,533.0,1072.0,1.01,Fiji,herbivore-detritivore
"β0_c[0,1]",-0.492,1.049,-1.066,0.354,0.048,0.034,478.0,1184.0,1.0,Fiji,herbivore-macroalgae
"β0_c[0,2]",0.943,1.019,0.201,1.563,0.05,0.036,410.0,840.0,1.0,Fiji,invertivore-mobile
"β0_c[0,3]",0.183,0.967,-0.329,0.921,0.04,0.028,589.0,1003.0,1.0,Fiji,piscivore
"β0_c[0,4]",0.399,1.007,-0.311,1.036,0.042,0.03,565.0,1220.0,1.0,Fiji,planktivore
"β0_c[0,5]",-0.037,1.012,-0.636,0.711,0.046,0.032,493.0,1138.0,1.0,Fiji,omnivore
"β0_c[1,0]",0.135,1.0,-0.493,0.856,0.045,0.032,501.0,1124.0,1.0,Madagascar,herbivore-detritivore
"β0_c[1,1]",-0.526,0.982,-1.236,0.108,0.048,0.034,423.0,946.0,1.01,Madagascar,herbivore-macroalgae
"β0_c[1,2]",0.465,0.98,-0.102,1.223,0.046,0.033,447.0,795.0,1.0,Madagascar,invertivore-mobile
"β0_c[1,3]",-0.016,0.941,-0.531,0.71,0.041,0.029,525.0,1110.0,1.0,Madagascar,piscivore
"β0_c[1,4]",1.117,0.964,0.491,1.768,0.042,0.029,539.0,1041.0,1.0,Madagascar,planktivore
"β0_c[1,5]",-0.394,0.957,-1.125,0.145,0.047,0.033,413.0,1148.0,1.0,Madagascar,omnivore
"β0_c[2,0]",0.514,1.066,-0.161,1.257,0.047,0.033,519.0,1132.0,1.01,Solomon Islands,herbivore-detritivore
"β0_c[2,1]",-0.546,1.082,-1.335,0.064,0.05,0.035,475.0,1143.0,1.01,Solomon Islands,herbivore-macroalgae
"β0_c[2,2]",0.529,1.047,-0.147,1.232,0.046,0.032,525.0,1157.0,1.0,Solomon Islands,invertivore-mobile
"β0_c[2,3]",0.101,1.023,-0.655,0.715,0.041,0.029,618.0,1311.0,1.0,Solomon Islands,piscivore
"β0_c[2,4]",1.361,1.022,0.805,2.164,0.043,0.03,578.0,1156.0,1.0,Solomon Islands,planktivore
"β0_c[2,5]",-0.25,1.021,-0.963,0.45,0.046,0.032,504.0,1309.0,1.0,Solomon Islands,omnivore
"β0_managenc[0,0]",0.135,0.985,-0.6,0.697,0.014,0.019,5022.0,2249.0,1.0,Fijino-take,herbivore-detritivore
"β0_managenc[0,1]",0.031,0.972,-0.542,0.747,0.014,0.019,4802.0,2157.0,1.0,Fijino-take,herbivore-macroalgae
"β0_managenc[0,2]",0.076,0.992,-0.512,0.796,0.013,0.021,6146.0,2213.0,1.0,Fijino-take,invertivore-mobile
"β0_managenc[0,3]",0.036,0.967,-0.673,0.638,0.015,0.017,4230.0,2400.0,1.0,Fijino-take,piscivore
"β0_managenc[0,4]",0.023,1.007,-0.662,0.699,0.015,0.022,4649.0,1967.0,1.0,Fijino-take,planktivore
"β0_managenc[0,5]",0.001,0.962,-0.744,0.533,0.014,0.019,4719.0,2327.0,1.0,Fijino-take,omnivore
"β0_managenc[1,0]",-0.058,0.958,-0.748,0.516,0.014,0.018,4918.0,2044.0,1.0,Fijirestriction,herbivore-detritivore
"β0_managenc[1,1]",-0.018,0.965,-0.745,0.554,0.015,0.019,3895.0,2004.0,1.0,Fijirestriction,herbivore-macroalgae
"β0_managenc[1,2]",-0.046,1.023,-0.833,0.54,0.014,0.019,5226.0,2263.0,1.0,Fijirestriction,invertivore-mobile
"β0_managenc[1,3]",-0.06,0.999,-0.62,0.698,0.013,0.022,5466.0,2030.0,1.0,Fijirestriction,piscivore
"β0_managenc[1,4]",-0.083,0.993,-0.841,0.494,0.014,0.02,5349.0,2093.0,1.0,Fijirestriction,planktivore
"β0_managenc[1,5]",0.031,0.982,-0.659,0.647,0.013,0.022,5522.0,2131.0,1.0,Fijirestriction,omnivore
"β0_managenc[2,0]",-0.046,0.988,-0.78,0.515,0.013,0.022,5996.0,2074.0,1.0,Madagascarno-take,herbivore-detritivore
"β0_managenc[2,1]",0.009,1.004,-0.691,0.608,0.013,0.021,5776.0,2198.0,1.0,Madagascarno-take,herbivore-macroalgae
"β0_managenc[2,2]",-0.072,1.003,-0.851,0.522,0.016,0.021,4058.0,2119.0,1.0,Madagascarno-take,invertivore-mobile
"β0_managenc[2,3]",0.024,0.974,-0.698,0.62,0.013,0.02,6068.0,2221.0,1.0,Madagascarno-take,piscivore
"β0_managenc[2,4]",-0.056,0.963,-0.727,0.51,0.014,0.02,4777.0,1949.0,1.0,Madagascarno-take,planktivore
"β0_managenc[2,5]",-0.026,0.963,-0.626,0.677,0.012,0.019,6200.0,2272.0,1.0,Madagascarno-take,omnivore
"β0_managenc[3,0]",0.037,0.995,-0.63,0.679,0.013,0.02,6153.0,2235.0,1.0,Madagascaropen-access,herbivore-detritivore
"β0_managenc[3,1]",-0.076,0.988,-0.896,0.439,0.013,0.021,5537.0,1947.0,1.01,Madagascaropen-access,herbivore-macroalgae
"β0_managenc[3,2]",0.09,0.997,-0.524,0.831,0.014,0.02,5067.0,2191.0,1.0,Madagascaropen-access,invertivore-mobile
"β0_managenc[3,3]",-0.035,0.973,-0.504,0.819,0.012,0.022,6287.0,2210.0,1.0,Madagascaropen-access,piscivore
"β0_managenc[3,4]",0.08,0.999,-0.623,0.666,0.015,0.021,4526.0,1926.0,1.0,Madagascaropen-access,planktivore
"β0_managenc[3,5]",-0.017,0.984,-0.695,0.645,0.015,0.02,4104.0,1737.0,1.0,Madagascaropen-access,omnivore
"β0_managenc[4,0]",-0.024,1.01,-0.732,0.643,0.014,0.023,4981.0,1986.0,1.0,Madagascarrestriction,herbivore-detritivore
"β0_managenc[4,1]",0.041,1.02,-0.639,0.736,0.013,0.021,5844.0,2129.0,1.0,Madagascarrestriction,herbivore-macroalgae
"β0_managenc[4,2]",-0.021,0.967,-0.63,0.674,0.013,0.019,5229.0,2219.0,1.0,Madagascarrestriction,invertivore-mobile
"β0_managenc[4,3]",0.017,0.979,-0.6,0.711,0.012,0.021,6084.0,1949.0,1.0,Madagascarrestriction,piscivore
"β0_managenc[4,4]",0.004,0.977,-0.681,0.593,0.014,0.021,4763.0,2066.0,1.0,Madagascarrestriction,planktivore
"β0_managenc[4,5]",0.014,0.972,-0.585,0.699,0.015,0.02,4231.0,1925.0,1.0,Madagascarrestriction,omnivore
"β0_managenc[5,0]",-0.008,0.94,-0.61,0.644,0.012,0.019,6432.0,2142.0,1.0,Solomon Islandsno-take,herbivore-detritivore
"β0_managenc[5,1]",0.041,0.989,-0.573,0.796,0.013,0.02,5556.0,2268.0,1.0,Solomon Islandsno-take,herbivore-macroalgae
"β0_managenc[5,2]",-0.018,0.995,-0.58,0.751,0.014,0.024,5069.0,1780.0,1.0,Solomon Islandsno-take,invertivore-mobile
"β0_managenc[5,3]",0.011,1.003,-0.756,0.549,0.013,0.02,6082.0,2376.0,1.0,Solomon Islandsno-take,piscivore
"β0_managenc[5,4]",0.093,1.029,-0.531,0.87,0.015,0.023,4996.0,2001.0,1.0,Solomon Islandsno-take,planktivore
"β0_managenc[5,5]",0.016,0.961,-0.608,0.643,0.015,0.018,4355.0,2166.0,1.0,Solomon Islandsno-take,omnivore
"β0_managenc[6,0]",-0.001,0.958,-0.658,0.585,0.013,0.018,5381.0,2275.0,1.0,Solomon Islandsrestriction,herbivore-detritivore
"β0_managenc[6,1]",-0.052,0.986,-0.726,0.557,0.014,0.021,5271.0,2016.0,1.0,Solomon Islandsrestriction,herbivore-macroalgae
"β0_managenc[6,2]",-0.002,1.0,-0.816,0.522,0.013,0.025,6216.0,1855.0,1.0,Solomon Islandsrestriction,invertivore-mobile
"β0_managenc[6,3]",-0.008,0.98,-0.756,0.554,0.014,0.019,5107.0,2007.0,1.0,Solomon Islandsrestriction,piscivore
"β0_managenc[6,4]",-0.035,0.979,-0.635,0.678,0.014,0.02,5188.0,1977.0,1.0,Solomon Islandsrestriction,planktivore
"β0_managenc[6,5]",-0.068,0.997,-0.707,0.573,0.014,0.021,5269.0,2027.0,1.0,Solomon Islandsrestriction,omnivore
"β0_manage[0,0]",1.737,0.938,1.215,2.444,0.045,0.032,434.0,777.0,1.01,Fijino-take,herbivore-detritivore
"β0_manage[0,1]",-0.333,0.938,-0.897,0.378,0.046,0.033,409.0,1025.0,1.01,Fijino-take,herbivore-macroalgae
"β0_manage[0,2]",1.548,0.894,0.887,2.102,0.043,0.031,423.0,818.0,1.0,Fijino-take,invertivore-mobile
"β0_manage[0,3]",0.534,0.885,-0.067,1.096,0.041,0.029,478.0,832.0,1.0,Fijino-take,piscivore
"β0_manage[0,4]",0.562,0.891,-0.013,1.188,0.041,0.029,474.0,915.0,1.0,Fijino-take,planktivore
"β0_manage[0,5]",0.058,0.892,-0.36,0.83,0.043,0.03,435.0,965.0,1.0,Fijino-take,omnivore
"β0_manage[1,0]",0.541,0.862,0.076,1.174,0.044,0.031,384.0,661.0,1.01,Fijirestriction,herbivore-detritivore
"β0_manage[1,1]",-0.654,0.844,-1.129,0.009,0.045,0.032,347.0,768.0,1.01,Fijirestriction,herbivore-macroalgae
"β0_manage[1,2]",0.667,0.832,0.114,1.227,0.044,0.031,353.0,612.0,1.01,Fijirestriction,invertivore-mobile
"β0_manage[1,3]",-0.081,0.8,-0.562,0.49,0.039,0.028,421.0,627.0,1.0,Fijirestriction,piscivore
"β0_manage[1,4]",-0.224,0.819,-0.822,0.294,0.039,0.028,434.0,754.0,1.0,Fijirestriction,planktivore
"β0_manage[1,5]",0.027,0.803,-0.405,0.647,0.042,0.03,368.0,795.0,1.0,Fijirestriction,omnivore
"β0_manage[2,0]",-0.174,0.882,-0.656,0.474,0.044,0.031,399.0,750.0,1.01,Madagascarno-take,herbivore-detritivore
"β0_manage[2,1]",-0.41,0.875,-0.901,0.277,0.046,0.033,356.0,898.0,1.01,Madagascarno-take,herbivore-macroalgae
"β0_manage[2,2]",-0.039,0.862,-0.529,0.631,0.045,0.032,364.0,713.0,1.0,Madagascarno-take,invertivore-mobile
"β0_manage[2,3]",0.049,0.83,-0.459,0.638,0.04,0.028,434.0,680.0,1.0,Madagascarno-take,piscivore
"β0_manage[2,4]",0.648,0.837,0.158,1.289,0.04,0.028,439.0,793.0,1.0,Madagascarno-take,planktivore
"β0_manage[2,5]",-0.581,0.848,-1.041,0.055,0.043,0.031,387.0,904.0,1.0,Madagascarno-take,omnivore
"β0_manage[3,0]",0.265,0.969,-0.407,0.868,0.045,0.032,459.0,866.0,1.01,Madagascaropen-access,herbivore-detritivore
"β0_manage[3,1]",-1.047,0.935,-1.542,-0.245,0.046,0.033,412.0,953.0,1.01,Madagascaropen-access,herbivore-macroalgae
"β0_manage[3,2]",1.078,0.95,0.502,1.78,0.048,0.034,395.0,814.0,1.0,Madagascaropen-access,invertivore-mobile
"β0_manage[3,3]",-0.326,0.898,-0.81,0.387,0.04,0.028,505.0,911.0,1.0,Madagascaropen-access,piscivore
"β0_manage[3,4]",1.705,0.922,1.341,2.599,0.042,0.03,486.0,805.0,1.0,Madagascaropen-access,planktivore
"β0_manage[3,5]",-0.626,0.914,-1.152,0.07,0.042,0.03,472.0,1061.0,1.0,Madagascaropen-access,omnivore
"β0_manage[4,0]",-0.069,0.886,-0.603,0.515,0.044,0.031,405.0,739.0,1.01,Madagascarrestriction,herbivore-detritivore
"β0_manage[4,1]",-0.148,0.876,-0.761,0.41,0.046,0.032,370.0,789.0,1.01,Madagascarrestriction,herbivore-macroalgae
"β0_manage[4,2]",0.273,0.865,-0.364,0.805,0.046,0.032,356.0,615.0,1.0,Madagascarrestriction,invertivore-mobile
"β0_manage[4,3]",0.163,0.827,-0.468,0.62,0.039,0.028,449.0,698.0,1.0,Madagascarrestriction,piscivore
"β0_manage[4,4]",1.232,0.841,0.597,1.739,0.04,0.028,453.0,848.0,1.0,Madagascarrestriction,planktivore
"β0_manage[4,5]",-0.188,0.84,-0.622,0.5,0.043,0.03,387.0,882.0,1.0,Madagascarrestriction,omnivore
"β0_manage[5,0]",0.523,1.095,-0.072,1.341,0.047,0.033,534.0,1079.0,1.01,Solomon Islandsno-take,herbivore-detritivore
"β0_manage[5,1]",-0.338,1.178,-1.155,0.368,0.051,0.036,533.0,1184.0,1.01,Solomon Islandsno-take,herbivore-macroalgae
"β0_manage[5,2]",0.485,1.083,-0.206,1.221,0.047,0.033,524.0,941.0,1.0,Solomon Islandsno-take,invertivore-mobile
"β0_manage[5,3]",0.123,1.065,-0.537,0.914,0.044,0.031,596.0,1145.0,1.0,Solomon Islandsno-take,piscivore
"β0_manage[5,4]",2.03,1.066,1.486,2.911,0.044,0.031,591.0,1040.0,1.0,Solomon Islandsno-take,planktivore
"β0_manage[5,5]",0.028,1.114,-0.682,0.799,0.047,0.033,569.0,1320.0,1.01,Solomon Islandsno-take,omnivore
