,mean,sd,hdi_25%,hdi_75%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat,varname,fg
"reeftype_x[2,5]",-0.528,0.661,-0.902,-0.058,0.015,0.011,1914.0,1975.0,1.0,lagoon,omnivore
"reeftype_x[3,0]",-0.062,0.524,-0.329,0.383,0.017,0.012,909.0,1503.0,1.0,patch,herbivore-detritivore
"reeftype_x[3,1]",-0.129,0.538,-0.556,0.174,0.017,0.012,976.0,1519.0,1.0,patch,herbivore-macroalgae
"reeftype_x[3,2]",0.372,0.541,-0.033,0.705,0.017,0.012,1010.0,1767.0,1.0,patch,invertivore-mobile
"reeftype_x[3,3]",-0.336,0.538,-0.721,-0.0,0.017,0.012,1023.0,1594.0,1.0,patch,piscivore
"reeftype_x[3,4]",-0.04,0.53,-0.378,0.347,0.018,0.013,822.0,1820.0,1.0,patch,planktivore
"reeftype_x[3,5]",-0.192,0.53,-0.617,0.091,0.017,0.012,954.0,1637.0,1.0,patch,omnivore
"reefzone_x[0,0]",0.087,0.701,-0.471,0.494,0.029,0.021,582.0,1609.0,1.0,back reef,herbivore-detritivore
"reefzone_x[0,1]",-0.037,0.718,-0.443,0.465,0.026,0.018,774.0,1284.0,1.0,back reef,herbivore-macroalgae
"reefzone_x[0,2]",0.195,0.734,-0.332,0.654,0.026,0.019,778.0,1421.0,1.0,back reef,invertivore-mobile
"reefzone_x[0,3]",-0.009,0.696,-0.587,0.366,0.021,0.015,1114.0,2052.0,1.0,back reef,piscivore
"reefzone_x[0,4]",-0.026,0.692,-0.534,0.393,0.028,0.02,619.0,1029.0,1.0,back reef,planktivore
"reefzone_x[0,5]",-0.124,0.728,-0.578,0.397,0.024,0.017,914.0,1392.0,1.0,back reef,omnivore
"reefzone_x[1,0]",-0.018,0.684,-0.497,0.433,0.031,0.022,477.0,1074.0,1.0,fore reef,herbivore-detritivore
"reefzone_x[1,1]",-0.076,0.715,-0.522,0.421,0.029,0.02,612.0,1044.0,1.01,fore reef,herbivore-macroalgae
"reefzone_x[1,2]",-0.078,0.723,-0.581,0.4,0.03,0.021,578.0,1072.0,1.0,fore reef,invertivore-mobile
"reefzone_x[1,3]",0.203,0.668,-0.196,0.727,0.022,0.016,906.0,1711.0,1.0,fore reef,piscivore
"reefzone_x[1,4]",0.209,0.702,-0.419,0.523,0.032,0.023,483.0,884.0,1.0,fore reef,planktivore
"reefzone_x[1,5]",-0.002,0.708,-0.526,0.424,0.027,0.019,693.0,1409.0,1.0,fore reef,omnivore
"β0_cnc[0,0]",0.015,0.967,-0.632,0.661,0.014,0.019,4826.0,2185.0,1.0,Fiji,herbivore-detritivore
"β0_cnc[0,1]",-0.056,0.963,-0.655,0.62,0.015,0.02,4133.0,2203.0,1.0,Fiji,herbivore-macroalgae
"β0_cnc[0,2]",0.094,1.001,-0.572,0.803,0.013,0.02,5828.0,2216.0,1.0,Fiji,invertivore-mobile
"β0_cnc[0,3]",0.028,0.958,-0.549,0.723,0.014,0.018,4683.0,2306.0,1.0,Fiji,piscivore
"β0_cnc[0,4]",-0.1,0.973,-0.692,0.596,0.013,0.02,5789.0,2338.0,1.0,Fiji,planktivore
"β0_cnc[0,5]",0.006,0.974,-0.689,0.603,0.014,0.02,4520.0,2065.0,1.01,Fiji,omnivore
"β0_cnc[1,0]",-0.018,1.005,-0.656,0.672,0.012,0.02,6960.0,2277.0,1.0,Madagascar,herbivore-detritivore
"β0_cnc[1,1]",0.008,0.998,-0.603,0.716,0.015,0.02,4722.0,2259.0,1.0,Madagascar,herbivore-macroalgae
"β0_cnc[1,2]",0.046,0.968,-0.578,0.717,0.015,0.018,4217.0,2571.0,1.0,Madagascar,invertivore-mobile
"β0_cnc[1,3]",0.047,0.977,-0.703,0.602,0.014,0.021,4968.0,2073.0,1.0,Madagascar,piscivore
"β0_cnc[1,4]",0.045,0.95,-0.624,0.631,0.012,0.02,6176.0,1962.0,1.0,Madagascar,planktivore
"β0_cnc[1,5]",-0.038,1.003,-0.711,0.59,0.014,0.022,4844.0,2101.0,1.0,Madagascar,omnivore
"β0_cnc[2,0]",-0.023,0.978,-0.7,0.586,0.013,0.022,5696.0,2182.0,1.01,Solomon Islands,herbivore-detritivore
"β0_cnc[2,1]",-0.018,0.986,-0.742,0.611,0.013,0.019,6049.0,2373.0,1.0,Solomon Islands,herbivore-macroalgae
"β0_cnc[2,2]",-0.068,0.963,-0.821,0.458,0.015,0.018,4275.0,2125.0,1.0,Solomon Islands,invertivore-mobile
"β0_cnc[2,3]",-0.042,1.019,-0.738,0.597,0.015,0.024,4656.0,1954.0,1.0,Solomon Islands,piscivore
"β0_cnc[2,4]",0.096,1.005,-0.372,0.969,0.013,0.021,5890.0,1832.0,1.0,Solomon Islands,planktivore
"β0_cnc[2,5]",0.006,0.982,-0.696,0.549,0.014,0.02,5207.0,2169.0,1.0,Solomon Islands,omnivore
"β0_c[0,0]",0.353,0.997,-0.302,1.065,0.044,0.031,509.0,1130.0,1.0,Fiji,herbivore-detritivore
"β0_c[0,1]",-1.045,1.013,-1.593,-0.256,0.044,0.031,523.0,1088.0,1.0,Fiji,herbivore-macroalgae
"β0_c[0,2]",0.995,1.005,0.42,1.773,0.041,0.029,597.0,1240.0,1.0,Fiji,invertivore-mobile
"β0_c[0,3]",0.486,0.993,-0.155,1.157,0.035,0.024,827.0,1456.0,1.01,Fiji,piscivore
"β0_c[0,4]",0.426,1.03,-0.08,1.315,0.05,0.035,427.0,796.0,1.0,Fiji,planktivore
"β0_c[0,5]",-0.581,0.996,-1.198,0.146,0.039,0.028,645.0,1381.0,1.0,Fiji,omnivore
"β0_c[1,0]",0.109,0.923,-0.495,0.753,0.043,0.031,451.0,1045.0,1.0,Madagascar,herbivore-detritivore
"β0_c[1,1]",-0.929,0.966,-1.826,-0.506,0.043,0.03,510.0,954.0,1.0,Madagascar,herbivore-macroalgae
"β0_c[1,2]",0.74,0.967,0.145,1.44,0.043,0.03,507.0,1266.0,1.0,Madagascar,invertivore-mobile
"β0_c[1,3]",0.455,0.945,-0.296,0.968,0.034,0.024,792.0,1295.0,1.0,Madagascar,piscivore
"β0_c[1,4]",1.062,0.97,0.307,1.603,0.049,0.035,386.0,697.0,1.0,Madagascar,planktivore
"β0_c[1,5]",-0.734,0.925,-1.292,-0.067,0.039,0.027,570.0,1323.0,1.0,Madagascar,omnivore
"β0_c[2,0]",0.007,1.016,-0.703,0.649,0.046,0.033,484.0,1301.0,1.0,Solomon Islands,herbivore-detritivore
"β0_c[2,1]",-0.957,1.074,-1.739,-0.335,0.043,0.03,634.0,1245.0,1.0,Solomon Islands,herbivore-macroalgae
"β0_c[2,2]",0.375,1.043,-0.257,1.126,0.044,0.031,553.0,1176.0,1.0,Solomon Islands,invertivore-mobile
"β0_c[2,3]",0.19,1.039,-0.6,0.771,0.036,0.025,848.0,1493.0,1.0,Solomon Islands,piscivore
"β0_c[2,4]",1.325,1.036,0.522,1.951,0.048,0.034,467.0,816.0,1.0,Solomon Islands,planktivore
"β0_c[2,5]",-0.581,1.038,-1.368,0.037,0.044,0.031,543.0,1334.0,1.0,Solomon Islands,omnivore
"β0_managenc[0,0]",0.089,0.989,-0.416,0.912,0.015,0.02,4284.0,2199.0,1.0,Fijino-take,herbivore-detritivore
"β0_managenc[0,1]",0.01,0.93,-0.704,0.567,0.014,0.018,4529.0,1916.0,1.0,Fijino-take,herbivore-macroalgae
"β0_managenc[0,2]",0.103,0.955,-0.63,0.633,0.014,0.019,4837.0,2193.0,1.0,Fijino-take,invertivore-mobile
"β0_managenc[0,3]",0.054,0.97,-0.613,0.668,0.015,0.019,4126.0,2048.0,1.0,Fijino-take,piscivore
"β0_managenc[0,4]",0.057,0.995,-0.636,0.694,0.013,0.022,5784.0,2011.0,1.01,Fijino-take,planktivore
"β0_managenc[0,5]",-0.003,0.999,-0.57,0.787,0.015,0.021,4557.0,2232.0,1.0,Fijino-take,omnivore
"β0_managenc[1,0]",-0.045,0.962,-0.702,0.636,0.013,0.019,5367.0,2280.0,1.0,Fijirestriction,herbivore-detritivore
"β0_managenc[1,1]",-0.027,0.99,-0.646,0.656,0.015,0.02,4502.0,2216.0,1.0,Fijirestriction,herbivore-macroalgae
"β0_managenc[1,2]",-0.047,0.985,-0.635,0.646,0.016,0.019,3950.0,1913.0,1.0,Fijirestriction,invertivore-mobile
"β0_managenc[1,3]",-0.03,1.019,-0.653,0.711,0.015,0.023,4682.0,2004.0,1.0,Fijirestriction,piscivore
"β0_managenc[1,4]",-0.111,0.963,-0.88,0.445,0.015,0.019,4189.0,2082.0,1.0,Fijirestriction,planktivore
"β0_managenc[1,5]",0.012,0.964,-0.661,0.621,0.013,0.022,5767.0,1983.0,1.0,Fijirestriction,omnivore
"β0_managenc[2,0]",-0.023,1.0,-0.585,0.751,0.015,0.019,4294.0,2109.0,1.0,Madagascarno-take,herbivore-detritivore
"β0_managenc[2,1]",0.009,1.009,-0.691,0.662,0.012,0.022,6880.0,2109.0,1.0,Madagascarno-take,herbivore-macroalgae
"β0_managenc[2,2]",-0.098,0.991,-0.764,0.56,0.014,0.022,4758.0,2150.0,1.0,Madagascarno-take,invertivore-mobile
"β0_managenc[2,3]",0.035,1.002,-0.58,0.752,0.015,0.021,4584.0,2169.0,1.0,Madagascarno-take,piscivore
"β0_managenc[2,4]",-0.09,0.962,-0.7,0.545,0.014,0.021,4564.0,2044.0,1.0,Madagascarno-take,planktivore
"β0_managenc[2,5]",-0.031,0.993,-0.694,0.597,0.014,0.022,4760.0,1901.0,1.0,Madagascarno-take,omnivore
"β0_managenc[3,0]",0.063,0.995,-0.637,0.696,0.014,0.024,4961.0,1406.0,1.0,Madagascaropen-access,herbivore-detritivore
"β0_managenc[3,1]",-0.051,0.968,-0.733,0.599,0.014,0.02,5116.0,2174.0,1.0,Madagascaropen-access,herbivore-macroalgae
"β0_managenc[3,2]",0.156,0.983,-0.524,0.772,0.014,0.021,5240.0,1732.0,1.0,Madagascaropen-access,invertivore-mobile
"β0_managenc[3,3]",-0.051,1.019,-0.695,0.644,0.014,0.022,5221.0,2023.0,1.0,Madagascaropen-access,piscivore
"β0_managenc[3,4]",0.112,0.946,-0.596,0.693,0.013,0.018,5361.0,2224.0,1.0,Madagascaropen-access,planktivore
"β0_managenc[3,5]",-0.033,0.984,-0.702,0.589,0.013,0.021,6124.0,2140.0,1.0,Madagascaropen-access,omnivore
"β0_managenc[4,0]",-0.007,0.97,-0.634,0.608,0.014,0.02,4672.0,2156.0,1.0,Madagascarrestriction,herbivore-detritivore
"β0_managenc[4,1]",0.035,1.0,-0.691,0.642,0.013,0.021,5693.0,2165.0,1.0,Madagascarrestriction,herbivore-macroalgae
"β0_managenc[4,2]",0.013,1.006,-0.617,0.723,0.014,0.02,5375.0,2450.0,1.0,Madagascarrestriction,invertivore-mobile
"β0_managenc[4,3]",0.043,0.992,-0.677,0.652,0.015,0.019,4520.0,2202.0,1.0,Madagascarrestriction,piscivore
"β0_managenc[4,4]",-0.033,0.976,-0.661,0.645,0.015,0.019,4485.0,2351.0,1.0,Madagascarrestriction,planktivore
"β0_managenc[4,5]",0.059,1.014,-0.554,0.783,0.014,0.021,4908.0,2183.0,1.0,Madagascarrestriction,omnivore
"β0_managenc[5,0]",-0.002,0.963,-0.577,0.739,0.014,0.019,4806.0,2415.0,1.0,Solomon Islandsno-take,herbivore-detritivore
"β0_managenc[5,1]",0.033,1.031,-0.771,0.661,0.014,0.02,5441.0,2371.0,1.0,Solomon Islandsno-take,herbivore-macroalgae
"β0_managenc[5,2]",-0.039,0.989,-0.739,0.597,0.013,0.021,5861.0,2270.0,1.0,Solomon Islandsno-take,invertivore-mobile
"β0_managenc[5,3]",0.026,0.999,-0.728,0.628,0.014,0.019,4941.0,2273.0,1.0,Solomon Islandsno-take,piscivore
"β0_managenc[5,4]",0.138,0.999,-0.521,0.83,0.014,0.019,5301.0,2085.0,1.0,Solomon Islandsno-take,planktivore
"β0_managenc[5,5]",0.06,0.971,-0.43,0.881,0.013,0.02,5492.0,1860.0,1.0,Solomon Islandsno-take,omnivore
"β0_managenc[6,0]",-0.029,0.995,-0.653,0.695,0.013,0.019,5645.0,2268.0,1.0,Solomon Islandsrestriction,herbivore-detritivore
"β0_managenc[6,1]",-0.062,0.976,-0.704,0.576,0.013,0.02,5535.0,2294.0,1.0,Solomon Islandsrestriction,herbivore-macroalgae
"β0_managenc[6,2]",-0.009,0.983,-0.667,0.648,0.013,0.02,6032.0,1892.0,1.0,Solomon Islandsrestriction,invertivore-mobile
"β0_managenc[6,3]",-0.027,0.958,-0.53,0.762,0.014,0.019,4920.0,2195.0,1.0,Solomon Islandsrestriction,piscivore
"β0_managenc[6,4]",-0.068,0.965,-0.687,0.616,0.013,0.019,5469.0,2244.0,1.0,Solomon Islandsrestriction,planktivore
"β0_managenc[6,5]",-0.066,1.041,-0.775,0.609,0.015,0.022,5038.0,1753.0,1.0,Solomon Islandsrestriction,omnivore
"β0_manage[0,0]",0.893,0.895,0.447,1.633,0.045,0.032,395.0,893.0,1.0,Fijino-take,herbivore-detritivore
"β0_manage[0,1]",-1.104,0.926,-1.797,-0.571,0.043,0.031,455.0,767.0,1.01,Fijino-take,herbivore-macroalgae
"β0_manage[0,2]",1.521,0.905,0.94,2.19,0.042,0.03,461.0,1008.0,1.01,Fijino-take,invertivore-mobile
"β0_manage[0,3]",0.882,0.862,0.356,1.524,0.033,0.023,698.0,1316.0,1.01,Fijino-take,piscivore
"β0_manage[0,4]",0.699,0.915,0.175,1.403,0.05,0.035,337.0,701.0,1.0,Fijino-take,planktivore
"β0_manage[0,5]",-0.604,0.901,-1.328,-0.105,0.041,0.029,486.0,1060.0,1.01,Fijino-take,omnivore
"β0_manage[1,0]",0.037,0.783,-0.484,0.557,0.042,0.029,354.0,787.0,1.0,Fijirestriction,herbivore-detritivore
"β0_manage[1,1]",-1.119,0.824,-1.705,-0.599,0.041,0.029,407.0,580.0,1.01,Fijirestriction,herbivore-macroalgae
"β0_manage[1,2]",0.748,0.827,0.227,1.373,0.042,0.029,398.0,733.0,1.01,Fijirestriction,invertivore-mobile
"β0_manage[1,3]",0.235,0.789,-0.245,0.822,0.032,0.023,614.0,1084.0,1.01,Fijirestriction,piscivore
"β0_manage[1,4]",-0.252,0.817,-0.934,0.169,0.046,0.033,313.0,531.0,1.0,Fijirestriction,planktivore
"β0_manage[1,5]",-0.565,0.801,-1.01,0.075,0.04,0.028,410.0,829.0,1.01,Fijirestriction,omnivore
"β0_manage[2,0]",-0.092,0.818,-0.561,0.537,0.043,0.03,366.0,771.0,1.0,Madagascarno-take,herbivore-detritivore
"β0_manage[2,1]",-0.875,0.855,-1.43,-0.289,0.042,0.03,415.0,664.0,1.01,Madagascarno-take,herbivore-macroalgae
"β0_manage[2,2]",0.059,0.863,-0.401,0.792,0.042,0.03,422.0,833.0,1.0,Madagascarno-take,invertivore-mobile
"β0_manage[2,3]",0.579,0.822,0.143,1.243,0.033,0.023,634.0,1101.0,1.0,Madagascarno-take,piscivore
"β0_manage[2,4]",0.609,0.855,0.15,1.305,0.047,0.033,333.0,541.0,1.0,Madagascarno-take,planktivore
"β0_manage[2,5]",-0.888,0.842,-1.514,-0.37,0.039,0.028,460.0,1052.0,1.0,Madagascarno-take,omnivore
"β0_manage[3,0]",0.451,0.915,-0.187,1.009,0.043,0.031,445.0,1021.0,1.0,Madagascaropen-access,herbivore-detritivore
"β0_manage[3,1]",-1.238,0.934,-1.937,-0.697,0.042,0.029,504.0,828.0,1.01,Madagascaropen-access,herbivore-macroalgae
"β0_manage[3,2]",1.601,0.936,0.998,2.25,0.042,0.03,496.0,1185.0,1.0,Madagascaropen-access,invertivore-mobile
"β0_manage[3,3]",0.114,0.894,-0.508,0.682,0.033,0.024,720.0,1384.0,1.0,Madagascaropen-access,piscivore
"β0_manage[3,4]",1.734,0.933,1.239,2.489,0.047,0.034,386.0,861.0,1.0,Madagascaropen-access,planktivore
"β0_manage[3,5]",-0.975,0.895,-1.547,-0.332,0.038,0.027,548.0,882.0,1.0,Madagascaropen-access,omnivore
"β0_manage[4,0]",-0.046,0.811,-0.574,0.511,0.042,0.03,376.0,818.0,1.0,Madagascarrestriction,herbivore-detritivore
"β0_manage[4,1]",-0.743,0.868,-1.342,-0.189,0.042,0.03,427.0,641.0,1.01,Madagascarrestriction,herbivore-macroalgae
"β0_manage[4,2]",0.658,0.857,0.092,1.282,0.041,0.029,429.0,848.0,1.0,Madagascarrestriction,invertivore-mobile
"β0_manage[4,3]",0.763,0.817,0.163,1.251,0.033,0.023,617.0,1062.0,1.01,Madagascarrestriction,piscivore
"β0_manage[4,4]",1.032,0.842,0.479,1.623,0.046,0.032,340.0,652.0,1.0,Madagascarrestriction,planktivore
"β0_manage[4,5]",-0.446,0.836,-0.965,0.17,0.04,0.028,443.0,824.0,1.01,Madagascarrestriction,omnivore
"β0_manage[5,0]",-0.002,1.089,-0.712,0.754,0.046,0.032,558.0,1014.0,1.0,Solomon Islandsno-take,herbivore-detritivore
"β0_manage[5,1]",-0.731,1.191,-1.426,0.135,0.047,0.033,646.0,1410.0,1.0,Solomon Islandsno-take,herbivore-macroalgae
"β0_manage[5,2]",0.187,1.073,-0.51,0.936,0.045,0.032,578.0,1225.0,1.0,Solomon Islandsno-take,invertivore-mobile
"β0_manage[5,3]",0.161,1.072,-0.417,1.031,0.037,0.026,847.0,1530.0,1.0,Solomon Islandsno-take,piscivore
"β0_manage[5,4]",2.162,1.087,1.442,2.915,0.046,0.033,548.0,1178.0,1.0,Solomon Islandsno-take,planktivore
"β0_manage[5,5]",-0.168,1.172,-0.964,0.613,0.045,0.032,686.0,1441.0,1.0,Solomon Islandsno-take,omnivore
