,mean,sd,hdi_25%,hdi_75%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat,varname,fg
turf[0],-0.044,0.169,-0.17,0.05,0.004,0.003,1832.0,2175.0,1.0,turf[0],herbivore-detritivore
turf[1],0.068,0.175,-0.047,0.184,0.004,0.003,2471.0,2339.0,1.0,turf[1],herbivore-macroalgae
turf[2],0.007,0.172,-0.116,0.112,0.004,0.003,1804.0,2178.0,1.0,turf[2],invertivore-mobile
turf[3],-0.158,0.163,-0.254,-0.036,0.004,0.003,2040.0,2212.0,1.0,turf[3],piscivore
turf[4],-0.256,0.162,-0.363,-0.146,0.004,0.003,2040.0,2220.0,1.0,turf[4],planktivore
turf[5],-0.075,0.179,-0.174,0.069,0.004,0.003,2489.0,2232.0,1.0,turf[5],omnivore
rubble[0],-0.199,0.167,-0.305,-0.084,0.004,0.003,1733.0,2358.0,1.0,rubble[0],herbivore-detritivore
rubble[1],-0.02,0.19,-0.142,0.11,0.004,0.003,2911.0,2510.0,1.0,rubble[1],herbivore-macroalgae
rubble[2],0.054,0.18,-0.08,0.161,0.004,0.003,1778.0,1937.0,1.0,rubble[2],invertivore-mobile
rubble[3],-0.328,0.18,-0.441,-0.207,0.004,0.003,2241.0,2450.0,1.0,rubble[3],piscivore
rubble[4],0.481,0.162,0.373,0.584,0.004,0.003,2040.0,2245.0,1.0,rubble[4],planktivore
rubble[5],-0.113,0.161,-0.221,-0.006,0.003,0.002,2865.0,2659.0,1.0,rubble[5],omnivore
population[0],0.265,0.166,0.143,0.367,0.003,0.002,2502.0,2379.0,1.0,population[0],herbivore-detritivore
population[1],-0.057,0.186,-0.21,0.042,0.003,0.003,3266.0,2257.0,1.0,population[1],herbivore-macroalgae
population[2],0.13,0.179,0.014,0.249,0.003,0.003,2740.0,2354.0,1.0,population[2],invertivore-mobile
population[3],-0.233,0.182,-0.349,-0.099,0.004,0.003,2604.0,2371.0,1.0,population[3],piscivore
population[4],-0.274,0.194,-0.411,-0.152,0.004,0.003,2316.0,2055.0,1.0,population[4],planktivore
population[5],0.303,0.169,0.178,0.405,0.003,0.002,2965.0,2276.0,1.0,population[5],omnivore
gravity[0],-0.009,0.154,-0.112,0.091,0.003,0.002,2467.0,2568.0,1.0,gravity[0],herbivore-detritivore
gravity[1],0.084,0.177,-0.042,0.189,0.003,0.003,2755.0,2301.0,1.0,gravity[1],herbivore-macroalgae
gravity[2],0.197,0.159,0.108,0.317,0.003,0.002,2438.0,2452.0,1.0,gravity[2],invertivore-mobile
gravity[3],0.071,0.179,-0.052,0.185,0.003,0.003,2857.0,2491.0,1.0,gravity[3],piscivore
gravity[4],0.05,0.183,-0.094,0.15,0.004,0.003,2561.0,2295.0,1.0,gravity[4],planktivore
gravity[5],-0.276,0.175,-0.39,-0.157,0.004,0.003,2453.0,2274.0,1.0,gravity[5],omnivore
sediment[0],0.188,0.175,0.055,0.295,0.004,0.003,1899.0,2001.0,1.0,sediment[0],herbivore-detritivore
sediment[1],0.067,0.191,-0.032,0.222,0.003,0.003,3235.0,2465.0,1.0,sediment[1],herbivore-macroalgae
sediment[2],0.129,0.177,0.045,0.285,0.004,0.003,2333.0,2208.0,1.0,sediment[2],invertivore-mobile
sediment[3],0.052,0.17,-0.065,0.162,0.003,0.003,2394.0,2273.0,1.0,sediment[3],piscivore
sediment[4],0.133,0.17,-0.003,0.226,0.004,0.003,2236.0,2267.0,1.0,sediment[4],planktivore
sediment[5],-0.015,0.172,-0.147,0.078,0.003,0.003,2491.0,2434.0,1.0,sediment[5],omnivore
nut_load[0],-0.029,0.165,-0.121,0.103,0.004,0.003,1693.0,2118.0,1.0,nut_load[0],herbivore-detritivore
nut_load[1],-0.188,0.177,-0.271,-0.031,0.003,0.003,3386.0,2481.0,1.0,nut_load[1],herbivore-macroalgae
nut_load[2],-0.17,0.161,-0.278,-0.065,0.003,0.002,2391.0,2155.0,1.0,nut_load[2],invertivore-mobile
nut_load[3],-0.02,0.176,-0.128,0.105,0.004,0.003,2392.0,2213.0,1.0,nut_load[3],piscivore
nut_load[4],0.144,0.181,0.039,0.286,0.004,0.003,1951.0,2134.0,1.0,nut_load[4],planktivore
nut_load[5],0.007,0.184,-0.094,0.158,0.004,0.003,2286.0,1913.0,1.0,nut_load[5],omnivore
depth[0],0.005,0.155,-0.098,0.114,0.004,0.003,1526.0,1722.0,1.0,depth[0],herbivore-detritivore
depth[1],0.138,0.175,0.03,0.258,0.003,0.003,2621.0,2460.0,1.0,depth[1],herbivore-macroalgae
depth[2],0.037,0.171,-0.074,0.155,0.004,0.003,1752.0,2217.0,1.0,depth[2],invertivore-mobile
depth[3],0.262,0.157,0.14,0.348,0.003,0.003,2292.0,2109.0,1.0,depth[3],piscivore
depth[4],0.344,0.157,0.254,0.471,0.004,0.003,1823.0,2008.0,1.0,depth[4],planktivore
depth[5],0.133,0.168,-0.02,0.203,0.004,0.003,2039.0,2041.0,1.0,depth[5],omnivore
"reeftype_x[0,0]",-0.292,0.542,-0.726,-0.004,0.021,0.015,695.0,1361.0,1.0,barrier,herbivore-detritivore
"reeftype_x[0,1]",-0.091,0.541,-0.442,0.307,0.021,0.015,672.0,1627.0,1.0,barrier,herbivore-macroalgae
"reeftype_x[0,2]",-0.111,0.51,-0.459,0.221,0.018,0.013,790.0,1256.0,1.0,barrier,invertivore-mobile
"reeftype_x[0,3]",-0.29,0.533,-0.555,0.166,0.019,0.013,822.0,1483.0,1.0,barrier,piscivore
"reeftype_x[0,4]",-0.431,0.532,-0.793,-0.081,0.02,0.014,729.0,1284.0,1.0,barrier,planktivore
"reeftype_x[0,5]",0.446,0.541,0.048,0.759,0.018,0.013,886.0,1234.0,1.0,barrier,omnivore
"reeftype_x[1,0]",0.318,0.534,-0.084,0.628,0.02,0.014,691.0,1176.0,1.0,fringing,herbivore-detritivore
"reeftype_x[1,1]",0.23,0.523,-0.155,0.567,0.02,0.014,656.0,1386.0,1.0,fringing,herbivore-macroalgae
"reeftype_x[1,2]",0.459,0.507,0.161,0.836,0.018,0.013,755.0,1282.0,1.0,fringing,invertivore-mobile
"reeftype_x[1,3]",0.185,0.526,-0.116,0.568,0.018,0.013,841.0,1401.0,1.0,fringing,piscivore
"reeftype_x[1,4]",-0.304,0.525,-0.595,0.131,0.02,0.014,675.0,1218.0,1.0,fringing,planktivore
"reeftype_x[1,5]",0.468,0.522,0.044,0.745,0.018,0.013,850.0,1449.0,1.0,fringing,omnivore
"reeftype_x[2,0]",0.187,0.628,-0.262,0.58,0.02,0.014,1001.0,1735.0,1.0,lagoon,herbivore-detritivore
"reeftype_x[2,1]",0.006,0.655,-0.423,0.433,0.019,0.013,1216.0,1582.0,1.0,lagoon,herbivore-macroalgae
"reeftype_x[2,2]",-0.631,0.636,-1.045,-0.18,0.017,0.012,1409.0,2152.0,1.0,lagoon,invertivore-mobile
"reeftype_x[2,3]",0.394,0.659,0.046,0.907,0.018,0.013,1389.0,1712.0,1.0,lagoon,piscivore
"reeftype_x[2,4]",0.927,0.667,0.523,1.409,0.02,0.014,1153.0,1637.0,1.0,lagoon,planktivore
"reeftype_x[2,5]",-0.631,0.644,-1.001,-0.146,0.017,0.012,1498.0,2028.0,1.0,lagoon,omnivore
"reeftype_x[3,0]",-0.01,0.552,-0.441,0.309,0.02,0.014,756.0,1348.0,1.0,patch,herbivore-detritivore
"reeftype_x[3,1]",-0.288,0.543,-0.713,0.021,0.02,0.014,735.0,1638.0,1.0,patch,herbivore-macroalgae
"reeftype_x[3,2]",0.356,0.522,-0.005,0.688,0.018,0.013,850.0,1297.0,1.0,patch,invertivore-mobile
"reeftype_x[3,3]",-0.246,0.548,-0.582,0.117,0.018,0.013,900.0,1382.0,1.0,patch,piscivore
"reeftype_x[3,4]",0.147,0.548,-0.214,0.534,0.019,0.014,814.0,1367.0,1.0,patch,planktivore
"reeftype_x[3,5]",-0.267,0.54,-0.632,0.107,0.018,0.013,874.0,1560.0,1.0,patch,omnivore
"reefzone_x[0,0]",0.228,0.718,-0.155,0.802,0.03,0.021,572.0,1321.0,1.0,back reef,herbivore-detritivore
"reefzone_x[0,1]",0.005,0.722,-0.412,0.541,0.026,0.018,771.0,1577.0,1.0,back reef,herbivore-macroalgae
"reefzone_x[0,2]",0.23,0.692,-0.307,0.599,0.028,0.02,593.0,1380.0,1.0,back reef,invertivore-mobile
"reefzone_x[0,3]",-0.137,0.712,-0.544,0.412,0.024,0.017,876.0,1599.0,1.0,back reef,piscivore
"reefzone_x[0,4]",0.079,0.696,-0.373,0.551,0.027,0.019,665.0,1513.0,1.0,back reef,planktivore
"reefzone_x[0,5]",0.055,0.709,-0.379,0.581,0.026,0.019,720.0,1129.0,1.0,back reef,omnivore
"reefzone_x[1,0]",0.013,0.709,-0.536,0.412,0.032,0.022,505.0,1252.0,1.0,fore reef,herbivore-detritivore
"reefzone_x[1,1]",-0.146,0.695,-0.638,0.317,0.03,0.021,527.0,1320.0,1.0,fore reef,herbivore-macroalgae
"reefzone_x[1,2]",-0.081,0.691,-0.559,0.35,0.032,0.022,479.0,860.0,1.0,fore reef,invertivore-mobile
"reefzone_x[1,3]",0.233,0.705,-0.319,0.627,0.026,0.018,729.0,1358.0,1.0,fore reef,piscivore
"reefzone_x[1,4]",0.299,0.682,-0.097,0.803,0.029,0.021,551.0,1237.0,1.01,fore reef,planktivore
"reefzone_x[1,5]",-0.088,0.693,-0.627,0.313,0.028,0.02,610.0,962.0,1.0,fore reef,omnivore
"β0_cnc[0,0]",0.078,0.972,-0.544,0.713,0.013,0.019,5648.0,1960.0,1.0,Fiji,herbivore-detritivore
"β0_cnc[0,1]",-0.009,0.993,-0.697,0.618,0.014,0.02,5398.0,2152.0,1.0,Fiji,herbivore-macroalgae
"β0_cnc[0,2]",0.075,1.008,-0.586,0.746,0.015,0.021,4718.0,2164.0,1.0,Fiji,invertivore-mobile
"β0_cnc[0,3]",0.052,0.978,-0.582,0.712,0.014,0.02,4755.0,2306.0,1.0,Fiji,piscivore
"β0_cnc[0,4]",-0.108,0.945,-0.805,0.462,0.013,0.02,5270.0,1946.0,1.0,Fiji,planktivore
"β0_cnc[0,5]",0.027,1.019,-0.603,0.745,0.013,0.024,5958.0,1864.0,1.0,Fiji,omnivore
"β0_cnc[1,0]",-0.032,0.997,-0.646,0.666,0.014,0.021,5401.0,2167.0,1.0,Madagascar,herbivore-detritivore
"β0_cnc[1,1]",0.021,0.925,-0.623,0.561,0.014,0.019,4381.0,2396.0,1.0,Madagascar,herbivore-macroalgae
"β0_cnc[1,2]",-0.014,0.934,-0.599,0.671,0.013,0.017,4970.0,2245.0,1.0,Madagascar,invertivore-mobile
"β0_cnc[1,3]",-0.008,0.963,-0.68,0.595,0.013,0.02,5901.0,2231.0,1.0,Madagascar,piscivore
"β0_cnc[1,4]",0.058,0.947,-0.577,0.714,0.016,0.018,3413.0,2372.0,1.0,Madagascar,planktivore
"β0_cnc[1,5]",-0.002,0.981,-0.698,0.593,0.016,0.019,3971.0,2230.0,1.0,Madagascar,omnivore
"β0_cnc[2,0]",-0.004,0.998,-0.552,0.77,0.013,0.021,5509.0,2112.0,1.0,Solomon Islands,herbivore-detritivore
"β0_cnc[2,1]",-0.016,1.013,-0.7,0.65,0.014,0.022,4948.0,2002.0,1.0,Solomon Islands,herbivore-macroalgae
"β0_cnc[2,2]",-0.033,0.994,-0.747,0.588,0.015,0.021,4701.0,2248.0,1.0,Solomon Islands,invertivore-mobile
"β0_cnc[2,3]",-0.003,0.982,-0.749,0.575,0.014,0.018,4957.0,2134.0,1.0,Solomon Islands,piscivore
"β0_cnc[2,4]",0.083,0.959,-0.463,0.753,0.013,0.02,5218.0,1903.0,1.0,Solomon Islands,planktivore
"β0_cnc[2,5]",-0.051,1.003,-0.661,0.665,0.015,0.021,4683.0,2230.0,1.0,Solomon Islands,omnivore
"β0_c[0,0]",1.113,1.094,0.417,1.929,0.048,0.034,526.0,1225.0,1.0,Fiji,herbivore-detritivore
"β0_c[0,1]",-0.489,1.021,-1.285,0.078,0.048,0.034,460.0,1082.0,1.0,Fiji,herbivore-macroalgae
"β0_c[0,2]",0.691,1.007,-0.067,1.285,0.043,0.031,538.0,1203.0,1.0,Fiji,invertivore-mobile
"β0_c[0,3]",0.368,1.036,-0.471,0.924,0.041,0.029,632.0,1139.0,1.0,Fiji,piscivore
"β0_c[0,4]",0.538,1.018,-0.215,1.134,0.044,0.031,533.0,1206.0,1.01,Fiji,planktivore
"β0_c[0,5]",0.071,0.999,-0.627,0.726,0.043,0.03,549.0,1024.0,1.0,Fiji,omnivore
"β0_c[1,0]",0.576,1.018,-0.085,1.261,0.05,0.035,417.0,1032.0,1.0,Madagascar,herbivore-detritivore
"β0_c[1,1]",-0.38,0.961,-1.026,0.256,0.048,0.034,403.0,820.0,1.0,Madagascar,herbivore-macroalgae
"β0_c[1,2]",0.417,0.967,-0.274,1.021,0.045,0.032,470.0,970.0,1.0,Madagascar,invertivore-mobile
"β0_c[1,3]",0.155,0.987,-0.47,0.823,0.042,0.03,539.0,892.0,1.01,Madagascar,piscivore
"β0_c[1,4]",1.138,0.937,0.635,1.914,0.043,0.03,479.0,1090.0,1.01,Madagascar,planktivore
"β0_c[1,5]",-0.217,0.97,-0.836,0.476,0.044,0.031,482.0,944.0,1.0,Madagascar,omnivore
"β0_c[2,0]",0.705,1.117,-0.196,1.332,0.049,0.035,517.0,1248.0,1.0,Solomon Islands,herbivore-detritivore
"β0_c[2,1]",-0.504,1.087,-1.058,0.406,0.048,0.034,521.0,1307.0,1.0,Solomon Islands,herbivore-macroalgae
"β0_c[2,2]",0.361,1.04,-0.406,1.04,0.044,0.031,571.0,1191.0,1.0,Solomon Islands,invertivore-mobile
"β0_c[2,3]",0.226,1.054,-0.37,1.053,0.044,0.031,585.0,1217.0,1.01,Solomon Islands,piscivore
"β0_c[2,4]",1.414,1.021,0.725,2.093,0.045,0.032,523.0,1224.0,1.01,Solomon Islands,planktivore
"β0_c[2,5]",-0.341,1.046,-1.136,0.267,0.044,0.031,575.0,1050.0,1.0,Solomon Islands,omnivore
"β0_managenc[0,0]",0.143,1.017,-0.64,0.741,0.013,0.02,6216.0,2270.0,1.0,Fijino-take,herbivore-detritivore
"β0_managenc[0,1]",0.026,0.989,-0.572,0.733,0.014,0.019,4825.0,1951.0,1.0,Fijino-take,herbivore-macroalgae
"β0_managenc[0,2]",0.115,0.967,-0.445,0.848,0.012,0.021,6482.0,1929.0,1.0,Fijino-take,invertivore-mobile
"β0_managenc[0,3]",0.079,0.977,-0.618,0.693,0.012,0.02,6410.0,2201.0,1.0,Fijino-take,piscivore
"β0_managenc[0,4]",0.088,0.997,-0.506,0.772,0.013,0.026,6193.0,1837.0,1.0,Fijino-take,planktivore
"β0_managenc[0,5]",0.034,0.993,-0.525,0.774,0.013,0.019,5761.0,2300.0,1.0,Fijino-take,omnivore
"β0_managenc[1,0]",-0.075,1.026,-0.865,0.529,0.015,0.022,4965.0,2019.0,1.0,Fijirestriction,herbivore-detritivore
"β0_managenc[1,1]",0.0,0.991,-0.66,0.639,0.015,0.021,4639.0,1821.0,1.0,Fijirestriction,herbivore-macroalgae
"β0_managenc[1,2]",-0.073,0.987,-0.57,0.687,0.012,0.021,6879.0,2181.0,1.0,Fijirestriction,invertivore-mobile
"β0_managenc[1,3]",-0.088,1.004,-0.777,0.59,0.014,0.02,4834.0,1947.0,1.0,Fijirestriction,piscivore
"β0_managenc[1,4]",-0.161,0.961,-0.768,0.476,0.013,0.02,5496.0,2436.0,1.0,Fijirestriction,planktivore
"β0_managenc[1,5]",0.01,1.006,-0.692,0.635,0.012,0.022,7268.0,2190.0,1.0,Fijirestriction,omnivore
"β0_managenc[2,0]",-0.053,0.993,-0.736,0.577,0.016,0.02,3938.0,1679.0,1.0,Madagascarno-take,herbivore-detritivore
"β0_managenc[2,1]",0.016,0.995,-0.716,0.647,0.013,0.021,5553.0,2174.0,1.0,Madagascarno-take,herbivore-macroalgae
"β0_managenc[2,2]",-0.087,0.989,-0.817,0.507,0.014,0.021,5099.0,1999.0,1.0,Madagascarno-take,invertivore-mobile
"β0_managenc[2,3]",-0.027,0.972,-0.653,0.655,0.014,0.019,4756.0,2260.0,1.0,Madagascarno-take,piscivore
"β0_managenc[2,4]",-0.077,0.994,-0.726,0.628,0.014,0.02,5329.0,2240.0,1.0,Madagascarno-take,planktivore
"β0_managenc[2,5]",-0.062,0.992,-0.7,0.629,0.014,0.019,4845.0,2013.0,1.0,Madagascarno-take,omnivore
"β0_managenc[3,0]",0.069,1.021,-0.631,0.716,0.014,0.021,5536.0,2039.0,1.0,Madagascaropen-access,herbivore-detritivore
"β0_managenc[3,1]",-0.05,0.971,-0.703,0.61,0.014,0.019,5012.0,2282.0,1.0,Madagascaropen-access,herbivore-macroalgae
"β0_managenc[3,2]",0.109,0.98,-0.527,0.78,0.014,0.018,5174.0,2247.0,1.0,Madagascaropen-access,invertivore-mobile
"β0_managenc[3,3]",-0.001,0.973,-0.602,0.692,0.013,0.021,5945.0,2055.0,1.0,Madagascaropen-access,piscivore
"β0_managenc[3,4]",0.146,1.023,-0.527,0.849,0.013,0.021,6193.0,2008.0,1.0,Madagascaropen-access,planktivore
"β0_managenc[3,5]",0.017,0.945,-0.621,0.615,0.014,0.017,4379.0,2440.0,1.0,Madagascaropen-access,omnivore
"β0_managenc[4,0]",-0.024,0.989,-0.688,0.637,0.013,0.022,6038.0,2038.0,1.0,Madagascarrestriction,herbivore-detritivore
"β0_managenc[4,1]",0.033,1.017,-0.606,0.764,0.016,0.022,4135.0,2196.0,1.0,Madagascarrestriction,herbivore-macroalgae
"β0_managenc[4,2]",-0.019,0.946,-0.572,0.621,0.013,0.021,5002.0,2062.0,1.0,Madagascarrestriction,invertivore-mobile
"β0_managenc[4,3]",0.008,1.003,-0.678,0.615,0.014,0.022,5530.0,1969.0,1.0,Madagascarrestriction,piscivore
"β0_managenc[4,4]",-0.023,0.978,-0.626,0.695,0.013,0.021,5439.0,2152.0,1.0,Madagascarrestriction,planktivore
"β0_managenc[4,5]",0.014,0.982,-0.65,0.67,0.013,0.018,5561.0,2420.0,1.0,Madagascarrestriction,omnivore
"β0_managenc[5,0]",0.004,1.029,-0.626,0.807,0.015,0.022,4587.0,1871.0,1.0,Solomon Islandsno-take,herbivore-detritivore
"β0_managenc[5,1]",0.052,0.993,-0.623,0.682,0.015,0.019,4273.0,2414.0,1.0,Solomon Islandsno-take,herbivore-macroalgae
"β0_managenc[5,2]",-0.013,0.982,-0.739,0.562,0.015,0.019,4345.0,2194.0,1.0,Solomon Islandsno-take,invertivore-mobile
"β0_managenc[5,3]",-0.0,0.994,-0.629,0.702,0.014,0.019,4932.0,2300.0,1.0,Solomon Islandsno-take,piscivore
"β0_managenc[5,4]",0.109,0.984,-0.534,0.791,0.013,0.021,5670.0,2022.0,1.0,Solomon Islandsno-take,planktivore
"β0_managenc[5,5]",0.022,1.021,-0.635,0.736,0.014,0.02,5375.0,2271.0,1.0,Solomon Islandsno-take,omnivore
"β0_managenc[6,0]",-0.022,0.986,-0.604,0.705,0.014,0.022,5280.0,2015.0,1.0,Solomon Islandsrestriction,herbivore-detritivore
"β0_managenc[6,1]",-0.033,0.982,-0.702,0.607,0.014,0.019,5055.0,2178.0,1.0,Solomon Islandsrestriction,herbivore-macroalgae
"β0_managenc[6,2]",-0.014,1.021,-0.731,0.639,0.013,0.021,5977.0,2136.0,1.0,Solomon Islandsrestriction,invertivore-mobile
"β0_managenc[6,3]",-0.024,0.995,-0.711,0.626,0.014,0.02,5337.0,2164.0,1.0,Solomon Islandsrestriction,piscivore
"β0_managenc[6,4]",-0.036,0.967,-0.529,0.789,0.014,0.018,4594.0,2091.0,1.0,Solomon Islandsrestriction,planktivore
"β0_managenc[6,5]",-0.059,0.989,-0.714,0.616,0.013,0.022,6066.0,2295.0,1.0,Solomon Islandsrestriction,omnivore
"β0_manage[0,0]",1.992,0.951,1.5,2.818,0.048,0.034,400.0,947.0,1.0,Fijino-take,herbivore-detritivore
"β0_manage[0,1]",-0.354,0.924,-1.07,0.213,0.048,0.034,375.0,709.0,1.0,Fijino-take,herbivore-macroalgae
"β0_manage[0,2]",1.379,0.883,0.749,1.922,0.043,0.031,413.0,778.0,1.0,Fijino-take,invertivore-mobile
"β0_manage[0,3]",0.936,0.908,0.351,1.551,0.04,0.028,523.0,920.0,1.01,Fijino-take,piscivore
"β0_manage[0,4]",1.035,0.895,0.377,1.596,0.043,0.031,426.0,1030.0,1.01,Fijino-take,planktivore
"β0_manage[0,5]",0.266,0.894,-0.115,1.076,0.043,0.031,431.0,735.0,1.0,Fijino-take,omnivore
"β0_manage[1,0]",0.568,0.875,0.005,1.203,0.046,0.033,361.0,803.0,1.0,Fijirestriction,herbivore-detritivore
"β0_manage[1,1]",-0.671,0.829,-1.421,-0.281,0.046,0.033,326.0,672.0,1.0,Fijirestriction,herbivore-macroalgae
"β0_manage[1,2]",0.26,0.816,-0.317,0.771,0.042,0.03,369.0,720.0,1.0,Fijirestriction,invertivore-mobile
"β0_manage[1,3]",-0.079,0.834,-0.607,0.527,0.038,0.027,470.0,683.0,1.01,Fijirestriction,piscivore
"β0_manage[1,4]",-0.345,0.809,-0.825,0.289,0.043,0.031,346.0,811.0,1.01,Fijirestriction,planktivore
"β0_manage[1,5]",0.088,0.799,-0.413,0.647,0.041,0.029,382.0,593.0,1.01,Fijirestriction,omnivore
"β0_manage[2,0]",0.243,0.902,-0.237,0.988,0.047,0.033,365.0,791.0,1.0,Madagascarno-take,herbivore-detritivore
"β0_manage[2,1]",-0.286,0.863,-1.001,0.18,0.047,0.033,333.0,699.0,1.0,Madagascarno-take,herbivore-macroalgae
"β0_manage[2,2]",-0.117,0.847,-0.679,0.44,0.043,0.031,383.0,821.0,1.0,Madagascarno-take,invertivore-mobile
"β0_manage[2,3]",0.107,0.877,-0.597,0.6,0.04,0.029,475.0,797.0,1.01,Madagascarno-take,piscivore
"β0_manage[2,4]",0.647,0.834,0.119,1.254,0.043,0.03,373.0,936.0,1.01,Madagascarno-take,planktivore
"β0_manage[2,5]",-0.564,0.843,-1.073,0.053,0.042,0.03,408.0,747.0,1.01,Madagascarno-take,omnivore
"β0_manage[3,0]",1.007,0.985,0.266,1.564,0.048,0.034,420.0,803.0,1.0,Madagascaropen-access,herbivore-detritivore
"β0_manage[3,1]",-0.749,0.926,-1.341,-0.101,0.049,0.034,364.0,776.0,1.0,Madagascaropen-access,herbivore-macroalgae
"β0_manage[3,2]",1.03,0.92,0.409,1.631,0.043,0.031,448.0,1003.0,1.0,Madagascaropen-access,invertivore-mobile
"β0_manage[3,3]",0.012,0.933,-0.548,0.68,0.041,0.029,517.0,945.0,1.01,Madagascaropen-access,piscivore
"β0_manage[3,4]",1.977,0.901,1.283,2.515,0.043,0.031,439.0,1067.0,1.01,Madagascaropen-access,planktivore
"β0_manage[3,5]",-0.025,0.921,-0.518,0.728,0.044,0.031,449.0,883.0,1.01,Madagascaropen-access,omnivore
"β0_manage[4,0]",0.331,0.909,-0.274,0.943,0.048,0.034,365.0,772.0,1.0,Madagascarrestriction,herbivore-detritivore
"β0_manage[4,1]",-0.117,0.86,-0.569,0.602,0.047,0.033,336.0,779.0,1.0,Madagascarrestriction,herbivore-macroalgae
"β0_manage[4,2]",0.259,0.845,-0.328,0.775,0.043,0.03,392.0,812.0,1.0,Madagascarrestriction,invertivore-mobile
"β0_manage[4,3]",0.267,0.869,-0.245,0.93,0.04,0.028,469.0,807.0,1.01,Madagascarrestriction,piscivore
"β0_manage[4,4]",1.057,0.833,0.522,1.661,0.044,0.031,364.0,824.0,1.01,Madagascarrestriction,planktivore
"β0_manage[4,5]",-0.122,0.84,-0.569,0.568,0.042,0.03,403.0,706.0,1.0,Madagascarrestriction,omnivore
"β0_manage[5,0]",0.727,1.149,0.06,1.597,0.051,0.036,511.0,1176.0,1.0,Solomon Islandsno-take,herbivore-detritivore
"β0_manage[5,1]",-0.326,1.177,-1.096,0.452,0.051,0.036,535.0,1212.0,1.0,Solomon Islandsno-take,herbivore-macroalgae
"β0_manage[5,2]",0.367,1.097,-0.557,0.946,0.045,0.032,583.0,1241.0,1.0,Solomon Islandsno-take,invertivore-mobile
"β0_manage[5,3]",0.312,1.101,-0.47,1.012,0.044,0.031,620.0,881.0,1.0,Solomon Islandsno-take,piscivore
"β0_manage[5,4]",2.051,1.074,1.276,2.742,0.05,0.035,461.0,1127.0,1.01,Solomon Islandsno-take,planktivore
"β0_manage[5,5]",-0.13,1.145,-0.726,0.79,0.046,0.033,610.0,1107.0,1.0,Solomon Islandsno-take,omnivore
