,mean,sd,hdi_2.5%,hdi_97.5%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat,varname,fg
gravity[3],0.071,0.179,-0.311,0.4,0.003,0.003,2857.0,2491.0,1.0,gravity[3],piscivore
gravity[4],0.05,0.183,-0.299,0.391,0.004,0.003,2561.0,2295.0,1.0,gravity[4],planktivore
gravity[5],-0.276,0.175,-0.614,0.061,0.004,0.003,2453.0,2274.0,1.0,gravity[5],omnivore
sediment[0],0.188,0.175,-0.14,0.529,0.004,0.003,1899.0,2001.0,1.0,sediment[0],herbivore-detritivore
sediment[1],0.067,0.191,-0.297,0.439,0.003,0.003,3235.0,2465.0,1.0,sediment[1],herbivore-macroalgae
sediment[2],0.129,0.177,-0.226,0.464,0.004,0.003,2333.0,2208.0,1.0,sediment[2],invertivore-mobile
sediment[3],0.052,0.17,-0.273,0.376,0.003,0.003,2394.0,2273.0,1.0,sediment[3],piscivore
sediment[4],0.133,0.17,-0.19,0.458,0.004,0.003,2236.0,2267.0,1.0,sediment[4],planktivore
sediment[5],-0.015,0.172,-0.341,0.332,0.003,0.003,2491.0,2434.0,1.0,sediment[5],omnivore
nut_load[0],-0.029,0.165,-0.356,0.292,0.004,0.003,1693.0,2118.0,1.0,nut_load[0],herbivore-detritivore
nut_load[1],-0.188,0.177,-0.534,0.16,0.003,0.003,3386.0,2481.0,1.0,nut_load[1],herbivore-macroalgae
nut_load[2],-0.17,0.161,-0.494,0.132,0.003,0.002,2391.0,2155.0,1.0,nut_load[2],invertivore-mobile
nut_load[3],-0.02,0.176,-0.374,0.314,0.004,0.003,2392.0,2213.0,1.0,nut_load[3],piscivore
nut_load[4],0.144,0.181,-0.201,0.497,0.004,0.003,1951.0,2134.0,1.0,nut_load[4],planktivore
nut_load[5],0.007,0.184,-0.352,0.349,0.004,0.003,2286.0,1913.0,1.0,nut_load[5],omnivore
depth[0],0.005,0.155,-0.3,0.299,0.004,0.003,1526.0,1722.0,1.0,depth[0],herbivore-detritivore
depth[1],0.138,0.175,-0.223,0.46,0.003,0.003,2621.0,2460.0,1.0,depth[1],herbivore-macroalgae
depth[2],0.037,0.171,-0.294,0.374,0.004,0.003,1752.0,2217.0,1.0,depth[2],invertivore-mobile
depth[3],0.262,0.157,-0.06,0.55,0.003,0.003,2292.0,2109.0,1.0,depth[3],piscivore
depth[4],0.344,0.157,0.055,0.66,0.004,0.003,1823.0,2008.0,1.0,depth[4],planktivore
depth[5],0.133,0.168,-0.19,0.467,0.004,0.003,2039.0,2041.0,1.0,depth[5],omnivore
"reeftype_x[0,0]",-0.292,0.542,-1.309,0.804,0.021,0.015,695.0,1361.0,1.0,barrier,herbivore-detritivore
"reeftype_x[0,1]",-0.091,0.541,-1.059,1.049,0.021,0.015,672.0,1627.0,1.0,barrier,herbivore-macroalgae
"reeftype_x[0,2]",-0.111,0.51,-1.076,0.881,0.018,0.013,790.0,1256.0,1.0,barrier,invertivore-mobile
"reeftype_x[0,3]",-0.29,0.533,-1.384,0.665,0.019,0.013,822.0,1483.0,1.0,barrier,piscivore
"reeftype_x[0,4]",-0.431,0.532,-1.47,0.593,0.02,0.014,729.0,1284.0,1.0,barrier,planktivore
"reeftype_x[0,5]",0.446,0.541,-0.594,1.531,0.018,0.013,886.0,1234.0,1.0,barrier,omnivore
"reeftype_x[1,0]",0.318,0.534,-0.698,1.383,0.02,0.014,691.0,1176.0,1.0,fringing,herbivore-detritivore
"reeftype_x[1,1]",0.23,0.523,-0.732,1.265,0.02,0.014,656.0,1386.0,1.0,fringing,herbivore-macroalgae
"reeftype_x[1,2]",0.459,0.507,-0.528,1.454,0.018,0.013,755.0,1282.0,1.0,fringing,invertivore-mobile
"reeftype_x[1,3]",0.185,0.526,-0.789,1.26,0.018,0.013,841.0,1401.0,1.0,fringing,piscivore
"reeftype_x[1,4]",-0.304,0.525,-1.254,0.728,0.02,0.014,675.0,1218.0,1.0,fringing,planktivore
"reeftype_x[1,5]",0.468,0.522,-0.493,1.505,0.018,0.013,850.0,1449.0,1.0,fringing,omnivore
"reeftype_x[2,0]",0.187,0.628,-1.088,1.374,0.02,0.014,1001.0,1735.0,1.0,lagoon,herbivore-detritivore
"reeftype_x[2,1]",0.006,0.655,-1.239,1.366,0.019,0.013,1216.0,1582.0,1.0,lagoon,herbivore-macroalgae
"reeftype_x[2,2]",-0.631,0.636,-1.879,0.577,0.017,0.012,1409.0,2152.0,1.0,lagoon,invertivore-mobile
"reeftype_x[2,3]",0.394,0.659,-0.856,1.705,0.018,0.013,1389.0,1712.0,1.0,lagoon,piscivore
"reeftype_x[2,4]",0.927,0.667,-0.392,2.182,0.02,0.014,1153.0,1637.0,1.0,lagoon,planktivore
"reeftype_x[2,5]",-0.631,0.644,-1.89,0.615,0.017,0.012,1498.0,2028.0,1.0,lagoon,omnivore
"reeftype_x[3,0]",-0.01,0.552,-0.992,1.088,0.02,0.014,756.0,1348.0,1.0,patch,herbivore-detritivore
"reeftype_x[3,1]",-0.288,0.543,-1.326,0.778,0.02,0.014,735.0,1638.0,1.0,patch,herbivore-macroalgae
"reeftype_x[3,2]",0.356,0.522,-0.627,1.411,0.018,0.013,850.0,1297.0,1.0,patch,invertivore-mobile
"reeftype_x[3,3]",-0.246,0.548,-1.332,0.794,0.018,0.013,900.0,1382.0,1.0,patch,piscivore
"reeftype_x[3,4]",0.147,0.548,-0.927,1.171,0.019,0.014,814.0,1367.0,1.0,patch,planktivore
"reeftype_x[3,5]",-0.267,0.54,-1.357,0.735,0.018,0.013,874.0,1560.0,1.0,patch,omnivore
"reefzone_x[0,0]",0.228,0.718,-1.218,1.574,0.03,0.021,572.0,1321.0,1.0,back reef,herbivore-detritivore
"reefzone_x[0,1]",0.005,0.722,-1.394,1.387,0.026,0.018,771.0,1577.0,1.0,back reef,herbivore-macroalgae
"reefzone_x[0,2]",0.23,0.692,-1.089,1.626,0.028,0.02,593.0,1380.0,1.0,back reef,invertivore-mobile
"reefzone_x[0,3]",-0.137,0.712,-1.521,1.259,0.024,0.017,876.0,1599.0,1.0,back reef,piscivore
"reefzone_x[0,4]",0.079,0.696,-1.334,1.37,0.027,0.019,665.0,1513.0,1.0,back reef,planktivore
"reefzone_x[0,5]",0.055,0.709,-1.272,1.432,0.026,0.019,720.0,1129.0,1.0,back reef,omnivore
"reefzone_x[1,0]",0.013,0.709,-1.209,1.513,0.032,0.022,505.0,1252.0,1.0,fore reef,herbivore-detritivore
"reefzone_x[1,1]",-0.146,0.695,-1.462,1.215,0.03,0.021,527.0,1320.0,1.0,fore reef,herbivore-macroalgae
"reefzone_x[1,2]",-0.081,0.691,-1.489,1.212,0.032,0.022,479.0,860.0,1.0,fore reef,invertivore-mobile
"reefzone_x[1,3]",0.233,0.705,-1.065,1.692,0.026,0.018,729.0,1358.0,1.0,fore reef,piscivore
"reefzone_x[1,4]",0.299,0.682,-1.119,1.596,0.029,0.021,551.0,1237.0,1.01,fore reef,planktivore
"reefzone_x[1,5]",-0.088,0.693,-1.364,1.328,0.028,0.02,610.0,962.0,1.0,fore reef,omnivore
"β0_cnc[0,0]",0.078,0.972,-1.841,2.007,0.013,0.019,5648.0,1960.0,1.0,Fiji,herbivore-detritivore
"β0_cnc[0,1]",-0.009,0.993,-1.933,1.897,0.014,0.02,5398.0,2152.0,1.0,Fiji,herbivore-macroalgae
"β0_cnc[0,2]",0.075,1.008,-1.962,1.986,0.015,0.021,4718.0,2164.0,1.0,Fiji,invertivore-mobile
"β0_cnc[0,3]",0.052,0.978,-1.828,1.973,0.014,0.02,4755.0,2306.0,1.0,Fiji,piscivore
"β0_cnc[0,4]",-0.108,0.945,-1.896,1.721,0.013,0.02,5270.0,1946.0,1.0,Fiji,planktivore
"β0_cnc[0,5]",0.027,1.019,-1.932,1.991,0.013,0.024,5958.0,1864.0,1.0,Fiji,omnivore
"β0_cnc[1,0]",-0.032,0.997,-1.883,2.09,0.014,0.021,5401.0,2167.0,1.0,Madagascar,herbivore-detritivore
"β0_cnc[1,1]",0.021,0.925,-1.741,1.936,0.014,0.019,4381.0,2396.0,1.0,Madagascar,herbivore-macroalgae
"β0_cnc[1,2]",-0.014,0.934,-1.781,1.861,0.013,0.017,4970.0,2245.0,1.0,Madagascar,invertivore-mobile
"β0_cnc[1,3]",-0.008,0.963,-2.023,1.736,0.013,0.02,5901.0,2231.0,1.0,Madagascar,piscivore
"β0_cnc[1,4]",0.058,0.947,-1.907,1.811,0.016,0.018,3413.0,2372.0,1.0,Madagascar,planktivore
"β0_cnc[1,5]",-0.002,0.981,-1.911,1.93,0.016,0.019,3971.0,2230.0,1.0,Madagascar,omnivore
"β0_cnc[2,0]",-0.004,0.998,-2.053,1.876,0.013,0.021,5509.0,2112.0,1.0,Solomon Islands,herbivore-detritivore
"β0_cnc[2,1]",-0.016,1.013,-2.038,2.012,0.014,0.022,4948.0,2002.0,1.0,Solomon Islands,herbivore-macroalgae
"β0_cnc[2,2]",-0.033,0.994,-2.064,1.759,0.015,0.021,4701.0,2248.0,1.0,Solomon Islands,invertivore-mobile
"β0_cnc[2,3]",-0.003,0.982,-1.91,1.872,0.014,0.018,4957.0,2134.0,1.0,Solomon Islands,piscivore
"β0_cnc[2,4]",0.083,0.959,-1.795,1.986,0.013,0.02,5218.0,1903.0,1.0,Solomon Islands,planktivore
"β0_cnc[2,5]",-0.051,1.003,-1.915,1.981,0.015,0.021,4683.0,2230.0,1.0,Solomon Islands,omnivore
"β0_c[0,0]",1.113,1.094,-1.035,3.159,0.048,0.034,526.0,1225.0,1.0,Fiji,herbivore-detritivore
"β0_c[0,1]",-0.489,1.021,-2.548,1.421,0.048,0.034,460.0,1082.0,1.0,Fiji,herbivore-macroalgae
"β0_c[0,2]",0.691,1.007,-1.252,2.617,0.043,0.031,538.0,1203.0,1.0,Fiji,invertivore-mobile
"β0_c[0,3]",0.368,1.036,-1.53,2.479,0.041,0.029,632.0,1139.0,1.0,Fiji,piscivore
"β0_c[0,4]",0.538,1.018,-1.521,2.447,0.044,0.031,533.0,1206.0,1.01,Fiji,planktivore
"β0_c[0,5]",0.071,0.999,-1.966,1.922,0.043,0.03,549.0,1024.0,1.0,Fiji,omnivore
"β0_c[1,0]",0.576,1.018,-1.376,2.595,0.05,0.035,417.0,1032.0,1.0,Madagascar,herbivore-detritivore
"β0_c[1,1]",-0.38,0.961,-2.32,1.486,0.048,0.034,403.0,820.0,1.0,Madagascar,herbivore-macroalgae
"β0_c[1,2]",0.417,0.967,-1.527,2.232,0.045,0.032,470.0,970.0,1.0,Madagascar,invertivore-mobile
"β0_c[1,3]",0.155,0.987,-1.787,2.035,0.042,0.03,539.0,892.0,1.01,Madagascar,piscivore
"β0_c[1,4]",1.138,0.937,-0.631,2.971,0.043,0.03,479.0,1090.0,1.01,Madagascar,planktivore
"β0_c[1,5]",-0.217,0.97,-2.192,1.61,0.044,0.031,482.0,944.0,1.0,Madagascar,omnivore
"β0_c[2,0]",0.705,1.117,-1.576,2.757,0.049,0.035,517.0,1248.0,1.0,Solomon Islands,herbivore-detritivore
"β0_c[2,1]",-0.504,1.087,-2.676,1.496,0.048,0.034,521.0,1307.0,1.0,Solomon Islands,herbivore-macroalgae
"β0_c[2,2]",0.361,1.04,-1.557,2.398,0.044,0.031,571.0,1191.0,1.0,Solomon Islands,invertivore-mobile
"β0_c[2,3]",0.226,1.054,-1.9,2.208,0.044,0.031,585.0,1217.0,1.01,Solomon Islands,piscivore
"β0_c[2,4]",1.414,1.021,-0.64,3.335,0.045,0.032,523.0,1224.0,1.01,Solomon Islands,planktivore
"β0_c[2,5]",-0.341,1.046,-2.435,1.641,0.044,0.031,575.0,1050.0,1.0,Solomon Islands,omnivore
"β0_managenc[0,0]",0.143,1.017,-1.735,2.212,0.013,0.02,6216.0,2270.0,1.0,Fijino-take,herbivore-detritivore
"β0_managenc[0,1]",0.026,0.989,-2.045,1.845,0.014,0.019,4825.0,1951.0,1.0,Fijino-take,herbivore-macroalgae
"β0_managenc[0,2]",0.115,0.967,-1.697,2.07,0.012,0.021,6482.0,1929.0,1.0,Fijino-take,invertivore-mobile
"β0_managenc[0,3]",0.079,0.977,-1.853,1.895,0.012,0.02,6410.0,2201.0,1.0,Fijino-take,piscivore
"β0_managenc[0,4]",0.088,0.997,-1.763,2.244,0.013,0.026,6193.0,1837.0,1.0,Fijino-take,planktivore
"β0_managenc[0,5]",0.034,0.993,-1.967,1.92,0.013,0.019,5761.0,2300.0,1.0,Fijino-take,omnivore
"β0_managenc[1,0]",-0.075,1.026,-2.114,1.846,0.015,0.022,4965.0,2019.0,1.0,Fijirestriction,herbivore-detritivore
"β0_managenc[1,1]",0.0,0.991,-1.911,1.994,0.015,0.021,4639.0,1821.0,1.0,Fijirestriction,herbivore-macroalgae
"β0_managenc[1,2]",-0.073,0.987,-2.198,1.744,0.012,0.021,6879.0,2181.0,1.0,Fijirestriction,invertivore-mobile
"β0_managenc[1,3]",-0.088,1.004,-2.041,1.878,0.014,0.02,4834.0,1947.0,1.0,Fijirestriction,piscivore
"β0_managenc[1,4]",-0.161,0.961,-2.086,1.628,0.013,0.02,5496.0,2436.0,1.0,Fijirestriction,planktivore
"β0_managenc[1,5]",0.01,1.006,-2.107,1.84,0.012,0.022,7268.0,2190.0,1.0,Fijirestriction,omnivore
"β0_managenc[2,0]",-0.053,0.993,-2.029,1.897,0.016,0.02,3938.0,1679.0,1.0,Madagascarno-take,herbivore-detritivore
"β0_managenc[2,1]",0.016,0.995,-1.912,1.929,0.013,0.021,5553.0,2174.0,1.0,Madagascarno-take,herbivore-macroalgae
"β0_managenc[2,2]",-0.087,0.989,-2.071,1.778,0.014,0.021,5099.0,1999.0,1.0,Madagascarno-take,invertivore-mobile
"β0_managenc[2,3]",-0.027,0.972,-1.963,1.822,0.014,0.019,4756.0,2260.0,1.0,Madagascarno-take,piscivore
"β0_managenc[2,4]",-0.077,0.994,-2.007,1.789,0.014,0.02,5329.0,2240.0,1.0,Madagascarno-take,planktivore
"β0_managenc[2,5]",-0.062,0.992,-1.981,1.864,0.014,0.019,4845.0,2013.0,1.0,Madagascarno-take,omnivore
"β0_managenc[3,0]",0.069,1.021,-1.968,1.996,0.014,0.021,5536.0,2039.0,1.0,Madagascaropen-access,herbivore-detritivore
"β0_managenc[3,1]",-0.05,0.971,-1.81,1.855,0.014,0.019,5012.0,2282.0,1.0,Madagascaropen-access,herbivore-macroalgae
"β0_managenc[3,2]",0.109,0.98,-1.871,1.876,0.014,0.018,5174.0,2247.0,1.0,Madagascaropen-access,invertivore-mobile
"β0_managenc[3,3]",-0.001,0.973,-1.94,1.906,0.013,0.021,5945.0,2055.0,1.0,Madagascaropen-access,piscivore
"β0_managenc[3,4]",0.146,1.023,-1.808,2.179,0.013,0.021,6193.0,2008.0,1.0,Madagascaropen-access,planktivore
"β0_managenc[3,5]",0.017,0.945,-1.817,1.799,0.014,0.017,4379.0,2440.0,1.0,Madagascaropen-access,omnivore
"β0_managenc[4,0]",-0.024,0.989,-1.977,1.942,0.013,0.022,6038.0,2038.0,1.0,Madagascarrestriction,herbivore-detritivore
"β0_managenc[4,1]",0.033,1.017,-1.846,2.025,0.016,0.022,4135.0,2196.0,1.0,Madagascarrestriction,herbivore-macroalgae
"β0_managenc[4,2]",-0.019,0.946,-2.043,1.691,0.013,0.021,5002.0,2062.0,1.0,Madagascarrestriction,invertivore-mobile
"β0_managenc[4,3]",0.008,1.003,-2.004,2.046,0.014,0.022,5530.0,1969.0,1.0,Madagascarrestriction,piscivore
"β0_managenc[4,4]",-0.023,0.978,-1.991,1.796,0.013,0.021,5439.0,2152.0,1.0,Madagascarrestriction,planktivore
"β0_managenc[4,5]",0.014,0.982,-1.828,1.956,0.013,0.018,5561.0,2420.0,1.0,Madagascarrestriction,omnivore
"β0_managenc[5,0]",0.004,1.029,-1.85,2.138,0.015,0.022,4587.0,1871.0,1.0,Solomon Islandsno-take,herbivore-detritivore
"β0_managenc[5,1]",0.052,0.993,-1.929,1.98,0.015,0.019,4273.0,2414.0,1.0,Solomon Islandsno-take,herbivore-macroalgae
"β0_managenc[5,2]",-0.013,0.982,-1.961,1.918,0.015,0.019,4345.0,2194.0,1.0,Solomon Islandsno-take,invertivore-mobile
"β0_managenc[5,3]",-0.0,0.994,-1.908,1.977,0.014,0.019,4932.0,2300.0,1.0,Solomon Islandsno-take,piscivore
"β0_managenc[5,4]",0.109,0.984,-1.755,2.09,0.013,0.021,5670.0,2022.0,1.0,Solomon Islandsno-take,planktivore
"β0_managenc[5,5]",0.022,1.021,-1.875,2.079,0.014,0.02,5375.0,2271.0,1.0,Solomon Islandsno-take,omnivore
"β0_managenc[6,0]",-0.022,0.986,-2.0,1.823,0.014,0.022,5280.0,2015.0,1.0,Solomon Islandsrestriction,herbivore-detritivore
"β0_managenc[6,1]",-0.033,0.982,-1.96,1.859,0.014,0.019,5055.0,2178.0,1.0,Solomon Islandsrestriction,herbivore-macroalgae
"β0_managenc[6,2]",-0.014,1.021,-2.089,1.852,0.013,0.021,5977.0,2136.0,1.0,Solomon Islandsrestriction,invertivore-mobile
"β0_managenc[6,3]",-0.024,0.995,-1.887,1.938,0.014,0.02,5337.0,2164.0,1.0,Solomon Islandsrestriction,piscivore
"β0_managenc[6,4]",-0.036,0.967,-1.92,1.831,0.014,0.018,4594.0,2091.0,1.0,Solomon Islandsrestriction,planktivore
"β0_managenc[6,5]",-0.059,0.989,-1.939,1.808,0.013,0.022,6066.0,2295.0,1.0,Solomon Islandsrestriction,omnivore
"β0_manage[0,0]",1.992,0.951,0.121,3.83,0.048,0.034,400.0,947.0,1.0,Fijino-take,herbivore-detritivore
"β0_manage[0,1]",-0.354,0.924,-2.154,1.396,0.048,0.034,375.0,709.0,1.0,Fijino-take,herbivore-macroalgae
"β0_manage[0,2]",1.379,0.883,-0.314,3.046,0.043,0.031,413.0,778.0,1.0,Fijino-take,invertivore-mobile
"β0_manage[0,3]",0.936,0.908,-0.858,2.647,0.04,0.028,523.0,920.0,1.01,Fijino-take,piscivore
"β0_manage[0,4]",1.035,0.895,-0.618,2.795,0.043,0.031,426.0,1030.0,1.01,Fijino-take,planktivore
"β0_manage[0,5]",0.266,0.894,-1.476,2.024,0.043,0.031,431.0,735.0,1.0,Fijino-take,omnivore
"β0_manage[1,0]",0.568,0.875,-1.145,2.23,0.046,0.033,361.0,803.0,1.0,Fijirestriction,herbivore-detritivore
"β0_manage[1,1]",-0.671,0.829,-2.222,0.972,0.046,0.033,326.0,672.0,1.0,Fijirestriction,herbivore-macroalgae
"β0_manage[1,2]",0.26,0.816,-1.294,1.895,0.042,0.03,369.0,720.0,1.0,Fijirestriction,invertivore-mobile
"β0_manage[1,3]",-0.079,0.834,-1.666,1.558,0.038,0.027,470.0,683.0,1.01,Fijirestriction,piscivore
"β0_manage[1,4]",-0.345,0.809,-1.966,1.138,0.043,0.031,346.0,811.0,1.01,Fijirestriction,planktivore
"β0_manage[1,5]",0.088,0.799,-1.483,1.633,0.041,0.029,382.0,593.0,1.01,Fijirestriction,omnivore
"β0_manage[2,0]",0.243,0.902,-1.399,2.108,0.047,0.033,365.0,791.0,1.0,Madagascarno-take,herbivore-detritivore
"β0_manage[2,1]",-0.286,0.863,-2.104,1.26,0.047,0.033,333.0,699.0,1.0,Madagascarno-take,herbivore-macroalgae
"β0_manage[2,2]",-0.117,0.847,-1.685,1.607,0.043,0.031,383.0,821.0,1.0,Madagascarno-take,invertivore-mobile
"β0_manage[2,3]",0.107,0.877,-1.586,1.819,0.04,0.029,475.0,797.0,1.01,Madagascarno-take,piscivore
"β0_manage[2,4]",0.647,0.834,-0.856,2.359,0.043,0.03,373.0,936.0,1.01,Madagascarno-take,planktivore
"β0_manage[2,5]",-0.564,0.843,-2.214,1.031,0.042,0.03,408.0,747.0,1.01,Madagascarno-take,omnivore
"β0_manage[3,0]",1.007,0.985,-0.836,2.962,0.048,0.034,420.0,803.0,1.0,Madagascaropen-access,herbivore-detritivore
"β0_manage[3,1]",-0.749,0.926,-2.498,1.085,0.049,0.034,364.0,776.0,1.0,Madagascaropen-access,herbivore-macroalgae
"β0_manage[3,2]",1.03,0.92,-0.747,2.824,0.043,0.031,448.0,1003.0,1.0,Madagascaropen-access,invertivore-mobile
"β0_manage[3,3]",0.012,0.933,-1.744,1.931,0.041,0.029,517.0,945.0,1.01,Madagascaropen-access,piscivore
"β0_manage[3,4]",1.977,0.901,0.316,3.774,0.043,0.031,439.0,1067.0,1.01,Madagascaropen-access,planktivore
"β0_manage[3,5]",-0.025,0.921,-1.911,1.635,0.044,0.031,449.0,883.0,1.01,Madagascaropen-access,omnivore
"β0_manage[4,0]",0.331,0.909,-1.426,2.143,0.048,0.034,365.0,772.0,1.0,Madagascarrestriction,herbivore-detritivore
"β0_manage[4,1]",-0.117,0.86,-1.798,1.542,0.047,0.033,336.0,779.0,1.0,Madagascarrestriction,herbivore-macroalgae
"β0_manage[4,2]",0.259,0.845,-1.368,1.871,0.043,0.03,392.0,812.0,1.0,Madagascarrestriction,invertivore-mobile
"β0_manage[4,3]",0.267,0.869,-1.404,1.952,0.04,0.028,469.0,807.0,1.01,Madagascarrestriction,piscivore
"β0_manage[4,4]",1.057,0.833,-0.47,2.686,0.044,0.031,364.0,824.0,1.01,Madagascarrestriction,planktivore
"β0_manage[4,5]",-0.122,0.84,-1.862,1.399,0.042,0.03,403.0,706.0,1.0,Madagascarrestriction,omnivore
"β0_manage[5,0]",0.727,1.149,-1.607,2.867,0.051,0.036,511.0,1176.0,1.0,Solomon Islandsno-take,herbivore-detritivore
"β0_manage[5,1]",-0.326,1.177,-2.686,1.925,0.051,0.036,535.0,1212.0,1.0,Solomon Islandsno-take,herbivore-macroalgae
"β0_manage[5,2]",0.367,1.097,-1.732,2.387,0.045,0.032,583.0,1241.0,1.0,Solomon Islandsno-take,invertivore-mobile
"β0_manage[5,3]",0.312,1.101,-1.903,2.308,0.044,0.031,620.0,881.0,1.0,Solomon Islandsno-take,piscivore
"β0_manage[5,4]",2.051,1.074,0.014,4.225,0.05,0.035,461.0,1127.0,1.01,Solomon Islandsno-take,planktivore
"β0_manage[5,5]",-0.13,1.145,-2.462,1.948,0.046,0.033,610.0,1107.0,1.0,Solomon Islandsno-take,omnivore
