,mean,sd,hdi_2.5%,hdi_97.5%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat,varname,fg
macroalgae[5],0.026,0.174,-0.327,0.354,0.004,0.003,2334.0,2161.0,1.0,macroalgae[5],omnivore
bare_sub[0],-0.041,0.143,-0.311,0.238,0.003,0.002,2495.0,2073.0,1.0,bare_sub[0],herbivore-detritivore
bare_sub[1],0.071,0.172,-0.281,0.391,0.003,0.003,3376.0,2597.0,1.0,bare_sub[1],herbivore-macroalgae
bare_sub[2],-0.104,0.169,-0.43,0.225,0.003,0.002,3176.0,2372.0,1.0,bare_sub[2],invertivore-mobile
bare_sub[3],-0.209,0.18,-0.542,0.159,0.003,0.002,3375.0,2341.0,1.0,bare_sub[3],piscivore
bare_sub[4],-0.023,0.2,-0.417,0.36,0.004,0.003,2341.0,2348.0,1.0,bare_sub[4],planktivore
bare_sub[5],0.027,0.158,-0.297,0.32,0.003,0.002,2347.0,2443.0,1.0,bare_sub[5],omnivore
turf[0],-0.03,0.17,-0.36,0.294,0.004,0.003,2258.0,2457.0,1.0,turf[0],herbivore-detritivore
turf[1],0.071,0.178,-0.281,0.421,0.003,0.003,2902.0,2410.0,1.0,turf[1],herbivore-macroalgae
turf[2],-0.018,0.171,-0.367,0.304,0.003,0.003,2502.0,2288.0,1.0,turf[2],invertivore-mobile
turf[3],-0.133,0.177,-0.501,0.201,0.004,0.003,2474.0,2199.0,1.0,turf[3],piscivore
turf[4],-0.318,0.175,-0.675,0.003,0.003,0.002,2634.0,2456.0,1.0,turf[4],planktivore
turf[5],-0.107,0.181,-0.457,0.236,0.003,0.003,2717.0,2246.0,1.0,turf[5],omnivore
rubble[0],-0.291,0.173,-0.645,0.033,0.003,0.003,2534.0,2322.0,1.0,rubble[0],herbivore-detritivore
rubble[1],-0.073,0.196,-0.462,0.302,0.003,0.003,3848.0,2542.0,1.0,rubble[1],herbivore-macroalgae
rubble[2],0.015,0.182,-0.329,0.39,0.004,0.003,2691.0,2113.0,1.0,rubble[2],invertivore-mobile
rubble[3],-0.285,0.186,-0.641,0.085,0.003,0.003,2882.0,2271.0,1.0,rubble[3],piscivore
rubble[4],0.489,0.175,0.167,0.845,0.004,0.003,2059.0,2695.0,1.0,rubble[4],planktivore
rubble[5],-0.115,0.171,-0.436,0.219,0.003,0.003,2677.0,2476.0,1.0,rubble[5],omnivore
population[0],0.228,0.17,-0.082,0.58,0.004,0.003,2333.0,2217.0,1.0,population[0],herbivore-detritivore
population[1],-0.07,0.179,-0.406,0.281,0.003,0.003,3435.0,2544.0,1.0,population[1],herbivore-macroalgae
population[2],0.083,0.174,-0.25,0.426,0.003,0.003,2624.0,2483.0,1.0,population[2],invertivore-mobile
population[3],-0.185,0.19,-0.548,0.203,0.003,0.003,3299.0,2348.0,1.0,population[3],piscivore
population[4],-0.369,0.198,-0.749,0.026,0.004,0.003,2129.0,2375.0,1.0,population[4],planktivore
population[5],0.202,0.175,-0.135,0.551,0.003,0.003,3591.0,2233.0,1.0,population[5],omnivore
gravity[0],-0.016,0.146,-0.311,0.258,0.003,0.002,2776.0,2363.0,1.0,gravity[0],herbivore-detritivore
gravity[1],0.08,0.178,-0.253,0.431,0.003,0.003,3386.0,2369.0,1.0,gravity[1],herbivore-macroalgae
gravity[2],0.182,0.164,-0.16,0.489,0.003,0.003,2575.0,2323.0,1.0,gravity[2],invertivore-mobile
gravity[3],0.109,0.185,-0.247,0.48,0.003,0.003,3592.0,2007.0,1.0,gravity[3],piscivore
gravity[4],0.003,0.177,-0.327,0.366,0.003,0.003,3449.0,2480.0,1.0,gravity[4],planktivore
gravity[5],-0.286,0.176,-0.644,0.044,0.004,0.003,2509.0,2228.0,1.0,gravity[5],omnivore
sediment[0],0.162,0.176,-0.186,0.5,0.004,0.003,2448.0,2352.0,1.0,sediment[0],herbivore-detritivore
sediment[1],0.06,0.194,-0.307,0.457,0.004,0.003,3000.0,2121.0,1.0,sediment[1],herbivore-macroalgae
sediment[2],0.061,0.179,-0.286,0.409,0.004,0.003,2405.0,2375.0,1.0,sediment[2],invertivore-mobile
sediment[3],-0.005,0.174,-0.338,0.334,0.003,0.003,2752.0,2427.0,1.0,sediment[3],piscivore
sediment[4],0.126,0.177,-0.214,0.474,0.004,0.003,2317.0,2007.0,1.0,sediment[4],planktivore
sediment[5],-0.08,0.177,-0.412,0.283,0.003,0.003,2940.0,2428.0,1.0,sediment[5],omnivore
nut_load[0],-0.044,0.158,-0.359,0.248,0.003,0.002,2214.0,2426.0,1.0,nut_load[0],herbivore-detritivore
nut_load[1],-0.164,0.172,-0.5,0.17,0.003,0.003,3461.0,2616.0,1.0,nut_load[1],herbivore-macroalgae
nut_load[2],-0.13,0.161,-0.458,0.163,0.003,0.002,2889.0,2401.0,1.0,nut_load[2],invertivore-mobile
nut_load[3],0.001,0.173,-0.361,0.322,0.003,0.003,2704.0,2359.0,1.0,nut_load[3],piscivore
nut_load[4],0.134,0.182,-0.221,0.489,0.004,0.003,2687.0,2407.0,1.0,nut_load[4],planktivore
nut_load[5],0.067,0.18,-0.279,0.408,0.003,0.003,3073.0,2268.0,1.0,nut_load[5],omnivore
depth[0],-0.105,0.151,-0.394,0.189,0.003,0.002,2215.0,2601.0,1.0,depth[0],herbivore-detritivore
depth[1],0.064,0.176,-0.273,0.425,0.003,0.003,3306.0,2502.0,1.0,depth[1],herbivore-macroalgae
depth[2],-0.039,0.173,-0.364,0.295,0.004,0.003,2434.0,2223.0,1.0,depth[2],invertivore-mobile
depth[3],0.2,0.17,-0.129,0.532,0.003,0.002,2958.0,2101.0,1.0,depth[3],piscivore
depth[4],0.173,0.162,-0.15,0.481,0.003,0.002,2464.0,2460.0,1.0,depth[4],planktivore
depth[5],0.049,0.172,-0.251,0.413,0.003,0.003,2844.0,2512.0,1.0,depth[5],omnivore
"reeftype_x[0,0]",-0.266,0.53,-1.31,0.762,0.019,0.013,798.0,1573.0,1.0,barrier,herbivore-detritivore
"reeftype_x[0,1]",-0.04,0.532,-1.044,1.013,0.017,0.012,933.0,1789.0,1.0,barrier,herbivore-macroalgae
"reeftype_x[0,2]",-0.076,0.521,-1.137,0.877,0.016,0.012,1025.0,1723.0,1.0,barrier,invertivore-mobile
"reeftype_x[0,3]",-0.18,0.528,-1.249,0.825,0.018,0.013,882.0,1121.0,1.01,barrier,piscivore
"reeftype_x[0,4]",-0.488,0.519,-1.544,0.467,0.017,0.012,908.0,1664.0,1.0,barrier,planktivore
"reeftype_x[0,5]",0.326,0.54,-0.741,1.399,0.019,0.013,842.0,1670.0,1.0,barrier,omnivore
"reeftype_x[1,0]",0.338,0.527,-0.701,1.327,0.018,0.013,816.0,1357.0,1.0,fringing,herbivore-detritivore
"reeftype_x[1,1]",0.249,0.519,-0.795,1.243,0.017,0.012,896.0,1703.0,1.0,fringing,herbivore-macroalgae
"reeftype_x[1,2]",0.389,0.517,-0.611,1.404,0.017,0.012,989.0,1907.0,1.0,fringing,invertivore-mobile
"reeftype_x[1,3]",0.163,0.523,-0.896,1.168,0.018,0.013,831.0,1276.0,1.01,fringing,piscivore
"reeftype_x[1,4]",-0.432,0.516,-1.454,0.582,0.018,0.012,867.0,1601.0,1.0,fringing,planktivore
"reeftype_x[1,5]",0.409,0.526,-0.567,1.508,0.019,0.013,796.0,1740.0,1.0,fringing,omnivore
"reeftype_x[2,0]",0.18,0.657,-1.093,1.412,0.019,0.014,1135.0,1620.0,1.0,lagoon,herbivore-detritivore
"reeftype_x[2,1]",0.015,0.635,-1.252,1.247,0.015,0.011,1744.0,2264.0,1.0,lagoon,herbivore-macroalgae
"reeftype_x[2,2]",-0.613,0.655,-1.908,0.63,0.016,0.011,1745.0,2246.0,1.0,lagoon,invertivore-mobile
"reeftype_x[2,3]",0.208,0.68,-1.2,1.465,0.018,0.013,1376.0,1545.0,1.01,lagoon,piscivore
"reeftype_x[2,4]",0.918,0.711,-0.458,2.304,0.018,0.013,1518.0,1731.0,1.0,lagoon,planktivore
"reeftype_x[2,5]",-0.683,0.66,-1.954,0.594,0.018,0.013,1371.0,1822.0,1.0,lagoon,omnivore
"reeftype_x[3,0]",0.087,0.545,-1.018,1.104,0.019,0.013,845.0,1550.0,1.0,patch,herbivore-detritivore
"reeftype_x[3,1]",-0.274,0.541,-1.31,0.781,0.018,0.013,889.0,1709.0,1.0,patch,herbivore-macroalgae
"reeftype_x[3,2]",0.299,0.54,-0.746,1.328,0.017,0.012,1051.0,1995.0,1.0,patch,invertivore-mobile
"reeftype_x[3,3]",-0.167,0.549,-1.159,0.987,0.019,0.013,874.0,1222.0,1.01,patch,piscivore
"reeftype_x[3,4]",0.241,0.541,-0.796,1.291,0.017,0.012,1023.0,1586.0,1.0,patch,planktivore
"reeftype_x[3,5]",-0.153,0.543,-1.139,0.972,0.019,0.013,820.0,1784.0,1.0,patch,omnivore
"reefzone_x[0,0]",0.224,0.691,-1.08,1.583,0.025,0.018,752.0,1296.0,1.0,back reef,herbivore-detritivore
"reefzone_x[0,1]",-0.022,0.712,-1.444,1.332,0.023,0.016,1000.0,1513.0,1.0,back reef,herbivore-macroalgae
"reefzone_x[0,2]",0.177,0.691,-1.113,1.608,0.023,0.016,912.0,1418.0,1.0,back reef,invertivore-mobile
"reefzone_x[0,3]",-0.129,0.698,-1.548,1.163,0.025,0.018,793.0,1318.0,1.0,back reef,piscivore
"reefzone_x[0,4]",-0.091,0.695,-1.427,1.218,0.024,0.017,817.0,1795.0,1.0,back reef,planktivore
"reefzone_x[0,5]",-0.005,0.721,-1.415,1.421,0.028,0.02,642.0,1341.0,1.01,back reef,omnivore
"reefzone_x[1,0]",0.01,0.692,-1.423,1.275,0.027,0.019,660.0,1162.0,1.0,fore reef,herbivore-detritivore
"reefzone_x[1,1]",-0.1,0.702,-1.409,1.313,0.025,0.018,759.0,1538.0,1.0,fore reef,herbivore-macroalgae
"reefzone_x[1,2]",-0.124,0.706,-1.574,1.187,0.025,0.018,776.0,1452.0,1.0,fore reef,invertivore-mobile
"reefzone_x[1,3]",0.122,0.686,-1.238,1.41,0.029,0.021,549.0,1013.0,1.0,fore reef,piscivore
"reefzone_x[1,4]",0.372,0.687,-0.833,1.87,0.027,0.019,645.0,1225.0,1.0,fore reef,planktivore
"reefzone_x[1,5]",-0.047,0.713,-1.413,1.315,0.031,0.022,516.0,955.0,1.01,fore reef,omnivore
"β0_cnc[0,0]",0.098,0.972,-1.966,1.863,0.013,0.02,5609.0,2115.0,1.0,Fiji,herbivore-detritivore
"β0_cnc[0,1]",-0.01,0.991,-1.875,1.947,0.013,0.02,6027.0,2129.0,1.0,Fiji,herbivore-macroalgae
"β0_cnc[0,2]",0.05,0.983,-1.836,1.884,0.013,0.02,5951.0,2356.0,1.0,Fiji,invertivore-mobile
"β0_cnc[0,3]",0.026,1.026,-1.967,2.057,0.011,0.021,8759.0,2197.0,1.0,Fiji,piscivore
"β0_cnc[0,4]",-0.09,0.97,-2.07,1.71,0.013,0.021,5525.0,2095.0,1.0,Fiji,planktivore
"β0_cnc[0,5]",0.044,0.99,-1.876,2.048,0.013,0.023,6238.0,1791.0,1.0,Fiji,omnivore
"β0_cnc[1,0]",-0.051,0.944,-1.95,1.78,0.013,0.022,5516.0,1688.0,1.0,Madagascar,herbivore-detritivore
"β0_cnc[1,1]",0.012,0.999,-1.964,1.954,0.013,0.021,6145.0,1923.0,1.0,Madagascar,herbivore-macroalgae
"β0_cnc[1,2]",-0.017,0.976,-1.898,1.832,0.013,0.02,5952.0,2208.0,1.0,Madagascar,invertivore-mobile
"β0_cnc[1,3]",-0.009,0.996,-1.985,1.871,0.012,0.021,7156.0,2270.0,1.0,Madagascar,piscivore
"β0_cnc[1,4]",0.064,0.978,-1.833,1.928,0.014,0.021,4800.0,1988.0,1.0,Madagascar,planktivore
"β0_cnc[1,5]",-0.044,0.977,-2.023,1.797,0.013,0.019,6110.0,2344.0,1.0,Madagascar,omnivore
"β0_cnc[2,0]",0.013,0.983,-1.909,1.979,0.013,0.024,6122.0,1812.0,1.0,Solomon Islands,herbivore-detritivore
"β0_cnc[2,1]",-0.026,0.955,-1.959,1.786,0.012,0.02,5905.0,2204.0,1.0,Solomon Islands,herbivore-macroalgae
"β0_cnc[2,2]",0.003,0.971,-1.877,1.903,0.013,0.019,5373.0,2109.0,1.0,Solomon Islands,invertivore-mobile
"β0_cnc[2,3]",-0.05,0.988,-1.942,1.954,0.015,0.021,4509.0,1925.0,1.0,Solomon Islands,piscivore
"β0_cnc[2,4]",0.1,0.98,-1.79,1.995,0.012,0.019,6358.0,2375.0,1.0,Solomon Islands,planktivore
"β0_cnc[2,5]",-0.018,0.962,-1.857,1.906,0.013,0.018,5560.0,2197.0,1.0,Solomon Islands,omnivore
"β0_c[0,0]",1.424,1.033,-0.478,3.532,0.043,0.031,579.0,937.0,1.0,Fiji,herbivore-detritivore
"β0_c[0,1]",-0.405,1.02,-2.272,1.699,0.041,0.029,632.0,1306.0,1.0,Fiji,herbivore-macroalgae
"β0_c[0,2]",0.475,1.023,-1.556,2.46,0.042,0.03,602.0,1151.0,1.0,Fiji,invertivore-mobile
"β0_c[0,3]",-0.068,0.988,-1.984,1.845,0.045,0.032,485.0,805.0,1.01,Fiji,piscivore
"β0_c[0,4]",0.6,0.962,-1.136,2.634,0.039,0.028,598.0,1475.0,1.0,Fiji,planktivore
"β0_c[0,5]",-0.124,1.031,-2.301,1.767,0.049,0.035,437.0,771.0,1.01,Fiji,omnivore
"β0_c[1,0]",0.78,1.0,-1.206,2.623,0.043,0.031,533.0,954.0,1.0,Madagascar,herbivore-detritivore
"β0_c[1,1]",-0.413,0.981,-2.287,1.543,0.04,0.028,607.0,962.0,1.0,Madagascar,herbivore-macroalgae
"β0_c[1,2]",0.27,0.967,-1.54,2.258,0.039,0.027,624.0,1227.0,1.0,Madagascar,invertivore-mobile
"β0_c[1,3]",-0.167,0.949,-2.028,1.715,0.045,0.032,442.0,697.0,1.01,Madagascar,piscivore
"β0_c[1,4]",1.284,0.921,-0.516,3.052,0.037,0.026,605.0,1350.0,1.0,Madagascar,planktivore
"β0_c[1,5]",-0.47,0.999,-2.418,1.503,0.05,0.035,406.0,705.0,1.01,Madagascar,omnivore
"β0_c[2,0]",1.056,1.095,-1.092,3.259,0.046,0.033,561.0,974.0,1.0,Solomon Islands,herbivore-detritivore
"β0_c[2,1]",-0.533,1.059,-2.66,1.462,0.041,0.029,664.0,1407.0,1.0,Solomon Islands,herbivore-macroalgae
"β0_c[2,2]",0.32,1.071,-1.698,2.539,0.041,0.029,690.0,1215.0,1.0,Solomon Islands,invertivore-mobile
"β0_c[2,3]",-0.216,1.01,-2.248,1.653,0.048,0.034,451.0,823.0,1.01,Solomon Islands,piscivore
"β0_c[2,4]",1.456,0.989,-0.685,3.169,0.041,0.029,593.0,1541.0,1.0,Solomon Islands,planktivore
"β0_c[2,5]",-0.416,1.098,-2.695,1.57,0.051,0.036,457.0,627.0,1.01,Solomon Islands,omnivore
"β0_managenc[0,0]",0.148,0.982,-1.679,2.117,0.013,0.02,5589.0,2184.0,1.0,Fijino-take,herbivore-detritivore
"β0_managenc[0,1]",0.046,0.977,-1.857,1.929,0.012,0.02,6778.0,2421.0,1.0,Fijino-take,herbivore-macroalgae
"β0_managenc[0,2]",0.069,0.97,-1.863,1.911,0.014,0.022,5051.0,1934.0,1.0,Fijino-take,invertivore-mobile
"β0_managenc[0,3]",0.052,1.005,-1.901,2.067,0.013,0.022,5797.0,2133.0,1.0,Fijino-take,piscivore
"β0_managenc[0,4]",0.066,1.002,-1.824,2.013,0.012,0.022,6611.0,2201.0,1.0,Fijino-take,planktivore
"β0_managenc[0,5]",0.021,0.989,-1.786,2.149,0.014,0.02,5326.0,2209.0,1.0,Fijino-take,omnivore
"β0_managenc[1,0]",-0.086,1.009,-2.067,1.879,0.011,0.023,7934.0,1940.0,1.0,Fijirestriction,herbivore-detritivore
"β0_managenc[1,1]",-0.023,0.983,-1.957,1.925,0.012,0.02,6689.0,2173.0,1.0,Fijirestriction,herbivore-macroalgae
"β0_managenc[1,2]",-0.036,1.003,-2.046,1.8,0.012,0.02,6479.0,2252.0,1.0,Fijirestriction,invertivore-mobile
"β0_managenc[1,3]",-0.042,0.958,-1.873,1.897,0.013,0.019,5829.0,2221.0,1.0,Fijirestriction,piscivore
"β0_managenc[1,4]",-0.159,0.976,-2.063,1.746,0.014,0.019,4666.0,2147.0,1.0,Fijirestriction,planktivore
"β0_managenc[1,5]",0.004,0.965,-1.819,1.942,0.013,0.021,5881.0,1953.0,1.0,Fijirestriction,omnivore
"β0_managenc[2,0]",-0.048,0.996,-2.008,1.835,0.014,0.021,5302.0,1978.0,1.0,Madagascarno-take,herbivore-detritivore
"β0_managenc[2,1]",0.011,0.976,-1.857,1.87,0.011,0.02,7270.0,2594.0,1.0,Madagascarno-take,herbivore-macroalgae
"β0_managenc[2,2]",-0.061,0.987,-1.864,1.972,0.012,0.021,6651.0,2146.0,1.0,Madagascarno-take,invertivore-mobile
"β0_managenc[2,3]",0.005,0.972,-1.832,1.931,0.013,0.02,5889.0,2216.0,1.0,Madagascarno-take,piscivore
"β0_managenc[2,4]",-0.052,0.953,-1.907,1.815,0.012,0.02,6529.0,2262.0,1.0,Madagascarno-take,planktivore
"β0_managenc[2,5]",-0.016,1.013,-1.877,2.051,0.013,0.021,5799.0,1948.0,1.0,Madagascarno-take,omnivore
"β0_managenc[3,0]",0.033,0.973,-1.902,1.884,0.013,0.021,5978.0,2274.0,1.0,Madagascaropen-access,herbivore-detritivore
"β0_managenc[3,1]",-0.059,0.985,-2.041,1.795,0.012,0.02,6775.0,2365.0,1.0,Madagascaropen-access,herbivore-macroalgae
"β0_managenc[3,2]",0.065,0.965,-1.75,2.011,0.013,0.02,5365.0,2080.0,1.0,Madagascaropen-access,invertivore-mobile
"β0_managenc[3,3]",-0.025,1.019,-1.975,1.93,0.015,0.022,4965.0,2076.0,1.0,Madagascaropen-access,piscivore
"β0_managenc[3,4]",0.105,1.018,-1.872,2.126,0.014,0.02,5359.0,2185.0,1.0,Madagascaropen-access,planktivore
"β0_managenc[3,5]",-0.026,1.007,-1.904,2.029,0.014,0.021,4839.0,2135.0,1.0,Madagascaropen-access,omnivore
"β0_managenc[4,0]",-0.057,0.984,-1.957,1.892,0.013,0.019,5586.0,2288.0,1.0,Madagascarrestriction,herbivore-detritivore
"β0_managenc[4,1]",0.051,0.993,-1.91,1.939,0.011,0.021,7488.0,2232.0,1.0,Madagascarrestriction,herbivore-macroalgae
"β0_managenc[4,2]",-0.015,0.978,-1.958,1.855,0.013,0.02,5304.0,1821.0,1.0,Madagascarrestriction,invertivore-mobile
"β0_managenc[4,3]",0.031,0.983,-1.8,2.018,0.013,0.02,5396.0,2391.0,1.0,Madagascarrestriction,piscivore
"β0_managenc[4,4]",-0.016,0.997,-2.063,1.808,0.012,0.021,7013.0,2170.0,1.0,Madagascarrestriction,planktivore
"β0_managenc[4,5]",0.014,1.034,-2.061,1.981,0.013,0.023,6420.0,2148.0,1.0,Madagascarrestriction,omnivore
"β0_managenc[5,0]",0.02,1.012,-1.873,2.035,0.014,0.022,5126.0,1719.0,1.0,Solomon Islandsno-take,herbivore-detritivore
"β0_managenc[5,1]",0.039,1.001,-1.799,2.115,0.013,0.021,5598.0,1896.0,1.0,Solomon Islandsno-take,herbivore-macroalgae
"β0_managenc[5,2]",0.019,0.977,-1.743,2.095,0.013,0.02,6112.0,2017.0,1.0,Solomon Islandsno-take,invertivore-mobile
"β0_managenc[5,3]",-0.014,1.008,-2.038,1.877,0.013,0.021,6460.0,2201.0,1.0,Solomon Islandsno-take,piscivore
"β0_managenc[5,4]",0.085,0.995,-1.846,1.975,0.014,0.021,4812.0,1860.0,1.0,Solomon Islandsno-take,planktivore
"β0_managenc[5,5]",0.003,0.989,-1.882,1.952,0.014,0.02,4660.0,2108.0,1.0,Solomon Islandsno-take,omnivore
"β0_managenc[6,0]",-0.007,0.997,-2.067,1.786,0.013,0.021,5575.0,2133.0,1.0,Solomon Islandsrestriction,herbivore-detritivore
"β0_managenc[6,1]",-0.058,0.982,-1.953,1.854,0.013,0.02,5480.0,2184.0,1.0,Solomon Islandsrestriction,herbivore-macroalgae
"β0_managenc[6,2]",-0.016,1.01,-1.953,1.918,0.013,0.021,6105.0,2208.0,1.0,Solomon Islandsrestriction,invertivore-mobile
"β0_managenc[6,3]",0.004,0.974,-1.823,1.949,0.012,0.021,6348.0,1997.0,1.0,Solomon Islandsrestriction,piscivore
"β0_managenc[6,4]",-0.046,0.998,-2.084,1.786,0.013,0.021,5828.0,1804.0,1.0,Solomon Islandsrestriction,planktivore
"β0_managenc[6,5]",-0.018,1.035,-1.915,2.114,0.012,0.026,7343.0,1715.0,1.0,Solomon Islandsrestriction,omnivore
"β0_manage[0,0]",2.351,0.921,0.628,4.192,0.043,0.03,471.0,813.0,1.0,Fijino-take,herbivore-detritivore
"β0_manage[0,1]",-0.2,0.925,-2.054,1.528,0.039,0.027,567.0,1124.0,1.0,Fijino-take,herbivore-macroalgae
"β0_manage[0,2]",0.927,0.888,-0.814,2.678,0.04,0.028,498.0,1146.0,1.0,Fijino-take,invertivore-mobile
"β0_manage[0,3]",0.275,0.876,-1.512,1.961,0.045,0.032,383.0,542.0,1.01,Fijino-take,piscivore
"β0_manage[0,4]",1.054,0.855,-0.684,2.632,0.039,0.027,492.0,1017.0,1.0,Fijino-take,planktivore
"β0_manage[0,5]",0.044,0.939,-1.875,1.792,0.048,0.034,375.0,495.0,1.01,Fijino-take,omnivore
"β0_manage[1,0]",0.946,0.849,-0.731,2.569,0.041,0.029,432.0,666.0,1.0,Fijirestriction,herbivore-detritivore
"β0_manage[1,1]",-0.605,0.817,-2.153,0.973,0.038,0.027,474.0,935.0,1.01,Fijirestriction,herbivore-macroalgae
"β0_manage[1,2]",0.184,0.824,-1.339,1.878,0.039,0.027,451.0,966.0,1.0,Fijirestriction,invertivore-mobile
"β0_manage[1,3]",-0.343,0.808,-1.866,1.24,0.044,0.031,339.0,492.0,1.01,Fijirestriction,piscivore
"β0_manage[1,4]",-0.276,0.773,-1.838,1.159,0.037,0.026,441.0,958.0,1.01,Fijirestriction,planktivore
"β0_manage[1,5]",-0.075,0.844,-1.657,1.674,0.046,0.033,335.0,495.0,1.01,Fijirestriction,omnivore
"β0_manage[2,0]",0.518,0.879,-1.157,2.202,0.043,0.03,428.0,698.0,1.0,Madagascarno-take,herbivore-detritivore
"β0_manage[2,1]",-0.292,0.852,-1.993,1.307,0.039,0.027,486.0,924.0,1.01,Madagascarno-take,herbivore-macroalgae
"β0_manage[2,2]",-0.085,0.861,-1.712,1.655,0.041,0.029,440.0,954.0,1.0,Madagascarno-take,invertivore-mobile
"β0_manage[2,3]",-0.109,0.839,-1.849,1.428,0.044,0.031,365.0,591.0,1.01,Madagascarno-take,piscivore
"β0_manage[2,4]",0.89,0.803,-0.639,2.451,0.038,0.027,459.0,1062.0,1.01,Madagascarno-take,planktivore
"β0_manage[2,5]",-0.591,0.882,-2.342,1.066,0.048,0.034,343.0,557.0,1.01,Madagascarno-take,omnivore
"β0_manage[3,0]",1.077,0.951,-0.8,2.905,0.043,0.03,500.0,956.0,1.0,Madagascaropen-access,herbivore-detritivore
"β0_manage[3,1]",-0.749,0.941,-2.526,1.082,0.04,0.029,543.0,1036.0,1.0,Madagascaropen-access,herbivore-macroalgae
"β0_manage[3,2]",0.641,0.919,-1.157,2.426,0.041,0.029,504.0,1168.0,1.0,Madagascaropen-access,invertivore-mobile
"β0_manage[3,3]",-0.349,0.907,-2.201,1.267,0.046,0.032,400.0,701.0,1.01,Madagascaropen-access,piscivore
"β0_manage[3,4]",1.977,0.864,0.345,3.676,0.038,0.027,527.0,1066.0,1.0,Madagascaropen-access,planktivore
"β0_manage[3,5]",-0.693,0.967,-2.584,1.207,0.05,0.036,364.0,498.0,1.02,Madagascaropen-access,omnivore
"β0_manage[4,0]",0.553,0.879,-1.057,2.333,0.043,0.03,424.0,798.0,1.0,Madagascarrestriction,herbivore-detritivore
"β0_manage[4,1]",-0.169,0.849,-1.761,1.503,0.038,0.027,494.0,983.0,1.01,Madagascarrestriction,herbivore-macroalgae
"β0_manage[4,2]",0.217,0.856,-1.506,1.881,0.038,0.027,498.0,963.0,1.0,Madagascarrestriction,invertivore-mobile
"β0_manage[4,3]",-0.054,0.838,-1.624,1.653,0.044,0.031,357.0,583.0,1.01,Madagascarrestriction,piscivore
"β0_manage[4,4]",1.16,0.803,-0.412,2.685,0.038,0.027,453.0,824.0,1.0,Madagascarrestriction,planktivore
"β0_manage[4,5]",-0.312,0.883,-2.067,1.41,0.047,0.033,354.0,423.0,1.01,Madagascarrestriction,omnivore
"β0_manage[5,0]",1.214,1.095,-0.868,3.422,0.047,0.034,542.0,831.0,1.0,Solomon Islandsno-take,herbivore-detritivore
"β0_manage[5,1]",-0.368,1.156,-2.818,1.679,0.046,0.032,640.0,1284.0,1.01,Solomon Islandsno-take,herbivore-macroalgae
"β0_manage[5,2]",0.422,1.132,-1.898,2.596,0.043,0.031,686.0,1398.0,1.0,Solomon Islandsno-take,invertivore-mobile
"β0_manage[5,3]",-0.322,1.09,-2.527,1.685,0.05,0.035,492.0,865.0,1.01,Solomon Islandsno-take,piscivore
"β0_manage[5,4]",2.063,1.032,0.009,4.032,0.042,0.029,610.0,1363.0,1.0,Solomon Islandsno-take,planktivore
"β0_manage[5,5]",-0.208,1.149,-2.528,1.979,0.051,0.036,492.0,925.0,1.01,Solomon Islandsno-take,omnivore
